premise	hypo	label
Deixei algo para ser analisado.	Algo ainda requer análise.	Entailment
Os dois homens, cujos nomes não foram divulgados, estavam usando passaportes paquistaneses e foram vistos juntos no aeroporto no início da noite, informou a polícia.	Os homens tinham passaportes paquistaneses e teriam sido vistos juntos no aeroporto no início da noite, disseram fontes policiais.	Paraphrase
As últimas prisões acontecem quando a polícia continua a questionar um possível "possível homem-bomba" detido na cidade de Gloucester, no sudoeste da cidade, na última quinta-feira.	A ação ocorreu enquanto a polícia continuava a questionar um possível suspeito de suicídio preso na cidade de Gloucester, no sudoeste da última quinta-feira.	Paraphrase
A porta-voz da Associação de Transporte Aéreo Diana Cronan disse que as viagens foram reduzidas de maio a julho e que ela também esperava que fosse cancelada no Dia do Trabalho.	A porta-voz da ATA, Diana Cronan, disse que as viagens caíram de maio a julho, e ela também espera que isso aconteça durante o Dia do Trabalho.	Paraphrase
Apenas dois dos seis manifestaram interesse em todo o magnata da torta Marvin Davis e o herdeiro da Seagram Edgar Bronfman Jr.	Até agora, apenas dois dos concorrentes manifestaram interesse em comprar todos os ativos - Davis e Bronfman.	Paraphrase
Hesdin e Les Sept Vall? ? es	Hesdin e outros.	Entailment
Já as obras de esgoto no Bairro Jardim Cidade Universitária estão atrasadas.	Na capital cearense, oito obras de esgoto estão atrasadas.	None
Mas essa quantia provavelmente seria impossível de ser aprovada no Senado, onde moderados republicanos se recusaram a ultrapassar US $ 350 bilhões.	Essa quantia provavelmente não seria capaz de convocar a maioria do Senado, onde moderados republicanos se recusaram a ultrapassar US $ 350 bilhões.	Paraphrase
O Facebook lançou uma versão corporativa do seu aplicativo Messenger, e muito provavelmente querem o sucesso do Slack para si.	O Facebook lançou a aplicação Work Chat, uma versão do Messenger só para empresas.	None
Recorde-se que o clima neste programa começou a piorar, quando Pedro Guerra foi substituir Fernando Seara.	O clima no programa tornou-se conflituoso nesta temporada, quando Pedro Guerra foi substituir Fernando Seara.	Paraphrase
A República Checa também já aumentou o controlo mas apenas na fronteira com a Áustria.	Depois do fechamento da fronteira húngaro-sérvia, os migrantes querem chegar à Áustria através da Eslovênia.	None
Esses pacientes eram mais propensos a serem jovens, do sexo masculino, desgrenhados, sem seguro e com baixa renda.	Os pacientes eram mais propensos a serem homens jovens com baixa renda.	Entailment
Segundo o governo turco, mais de 30 combatentes curdos morreram.	Nos combates, morreram mais de 30 integrantes do PKK e um civil, segundo o ministério do Interior.	None
Quase dois milhões de eleitores já tinham votado às 12h deste domingo, o que representa 20,65% dos 9,6 milhões de inscritos.	Às 12h tinham votado 20,65% dos eleitores inscritos, mas isso não fugia ao que costuma acontecer.	None
Ele culpou os guerrilheiros do regime talibã deposto no final de 2001 e disse que é possível que o homem-bomba tenha morrido na explosão.	Ele atribuiu a explosão às guerrilhas do regime talibã derrubada no final de 2001 e disse que é possível que o homem-bomba tenha sido morto na explosão.	Paraphrase
Alguns dos grandes quartos duplos possuem pequenos terraços e vistas perfeitas da praça e da catedral.	Alguns dos lugares têm pequenos terraços.	Entailment
Juros sobre títulos do Tesouro detidos por fundos rotativos.	Juros de títulos do tesouro detidos por fundos rotativos.	Entailment
Ele participa de treinamentos de futebol por três horas por dia para acelerar o processo de cicatrização e perdeu 17 kg desde outubro.	Hughes, que treina três horas por dia para acelerar o processo de cicatrização, perdeu 17 quilos desde outubro.	Paraphrase
Ele disse que existem razões complexas para o aumento do número de casos e que os cientistas estão apenas começando a entender os fatores de risco.	No entanto, ele disse, as razões por trás do aumento da incidência são mais complexas e estavam apenas começando a entender os fatores de risco.	Paraphrase
"A descoberta de que o bug do MAP está presente na grande maioria dos pacientes de Crohn significa que quase certamente está causando a inflamação intestinal", afirmou em comunicado.	Os pesquisadores dizem que o fato de o bug do MAP estar presente na grande maioria dos pacientes de Crohn significa que quase certamente está causando a inflamação intestinal.	Paraphrase
Para muito o campeonato está terminando, mas ainda falta uma longa jornada.	Para muitos, o campeonato está acabando, mas falta uma jornada aí.	Paraphrase
Abandonando o vestido europeu para seu agora lendário dhoti (tanga) de algodão branco e xale, e atraindo orientação espiritual de todas as grandes religiões da Índia, Gandhi se tornou o símbolo simples mas poderoso da Índia.	Ghandi decidiu se livrar do traje europeu e optou por usar um traje tradicional indiano simples.	Entailment
Ele, que lutava contra um câncer há nove anos, faleceu no Hospital Santa Casa, na Capital.	O Hospital Santa Casa e familiares confirmaram o falecimento logo pela manhã.	None
Os Estados Unidos acusam os partidários de Saddam de ataques a campos de petróleo e oleodutos cruciais para a recuperação econômica do Iraque.	Acredita-se também que os leais estejam por trás dos ataques a oleodutos e campos cruciais para a recuperação econômica do Iraque.	Paraphrase
Entretanto, dados gravitacionais coletados durante voos rasantes da sonda suportam a possibilidade de o mar ser global.	No entanto, dados gravitacionais coletados durante voos rasantes da sonda reforçam a chance de o mar ser global.	Paraphrase
Ação educativa com a presença de profissionais da saúde e amostra de produtos com a carga tributária.	Exposição de produtos e suas respectivas cargas tributárias.	Entailment
Desta vez, Galhardo deu boa assistência para Yuri Mamute, que arrancou pela direita e cruzou para Giuliano.	Yuri Mamute avançou pela direita até a linha de fundo e cruzou.	Entailment
Bem, eu estou realmente chateado com o assunto. Eu não sou um bom candidato para este. Eu vejo o que você vê e eu concordo com você.	Eu posso ver as mesmas coisas que você e eu concordo com você.	Entailment
Nas últimas semanas, os peshmergas conseguiram controlar cerca de 20% dos arredores da cidade.	Os comandantes curdos estimam que nos arredores e centro da cidade estejam cerca de 700 combatentes jihadistas.	None
Al Gore, explicando exatamente quando ele planeja detonar as cápsulas de gás sarin, ele está cuidadosamente escondido em todo o país durante seus oito anos como vice-presidente.	Al Gore escondeu cápsulas de gás sarin em todo o país quando ele era vice-presidente.	Entailment
CARPLACE participa do test-drive do HB20 2016 e traz as impressões ao dirigir a novidade em breve.	CARPLACE está presente no evento de lançamento e trará mais novidades e impressões ao dirigir em breve.	None
A OMS diz que o caso mais recente não se enquadra no perfil da SARS e não é um problema de saúde pública.	A OMS afirmou que o caso de Cingapura não se enquadrava no seu perfil de SARS e "não era um problema internacional de saúde pública".	Paraphrase
O jornal reserva quase duas páginas se referindo ao Rock in Rio.	Para qualquer idade, no Rock in Rio se vive a paixão pela música.	None
Havia um longo caminho pela frente, mas ainda assim.	Levaria muito tempo.	Entailment
Em 2011, Sérgio Silva Monteiro entrou para o Executivo no primeiro leque de secretários de Estado.	Não é a primeira vez que a carreira de Sérgio Monteiro dá um salto que surpreende.	None
O SPAN Um Guia para o Planejamento de Serviços Jurídicos.	O guia SPAN A é um guia usado para o planejamento de serviços jurídicos.	Entailment
Seus parentes vivos mais próximos são os sapos da família chamados sooglossidae, encontrados apenas nas Seychelles, no Oceano Índico.	Seu parente mais próximo é encontrado no Arquipélago das Seychelles, perto de Madagascar, no Oceano Índico.	Paraphrase
sim, eu sei que é um grau engraçado uh de qualquer maneira uh eu não sei nada além do oeste, de fato uh	O oeste é a única coisa que eu sei.	Entailment
O jogo está marcado para as 19h30, horário de Brasília.	As duas partidas estão marcadas para às 18h30min de sábado.	None
Desde junho que o cerco se apertava a Amílcar Morais Pires.	Amílcar Morais Pires esteve sempre no topo da lista dos procuradores que investigam o processo.	None
Toda vez que algum personagem aparece nu em Verdades Secretas vira um alvoroço no Twitter.	Reynaldo Gianecchini apareceu nu em “Verdades secretas” e bombou nas redes sociais.	None
Por cinco votos a quatro, o casamento gay foi legalizado nos 50 estados americanos.	A aprovação do casamento gay nos EUA também é celebrada por famosos.	None
Teria sido muito mais fácil para eles levar o crime para casa em Lawrence. "Sim, mas isso foi mero acaso.	Seria mais fácil trazer o crime para casa aqui.	Entailment
A hora certa foi agora, nesta comemoração dos 30 anos do Rock in Rio.	O Rock in Rio volta na próxima quinta-feira (24), seguindo até domingo (28).	None
No Hospital Geral, foram canceladas 104 consultas e cerca de 600 procedimentos como exames e cirurgias eletivas.	Também em Porto Alegre, o Hospital Vila Nova reagendou 35 cirurgias eletivas.	None
Talvez Kubrick não tivesse feito nada além de obras-primas se ele colocasse grandes máscaras gregas ou venezianas em todos os seus atores.	Kubrick fez algumas obras-primas.	Entailment
E no mundo muçulmano, Osama bin Laden está se tornando mais um herói, não menos um.	E no mundo muçulmano, Osama bin Laden, o líder desaparecido da rede terrorista da Al Qaeda, está se tornando mais um herói, não menos um.	Paraphrase
Depois do XcodeGhost que infectou 25 apps a Apple vê-se agora obrigada a remover mais de duas dezenas de apps.	Hoje a Apple removeu cerca de 256 apps que acediam secretamente às informações pessoais dos utilizadores.	None
As ações da BioReliance fecharam 2 centavos ontem a $ 47,98 por ação.	As ações da BioReliance foram vendidas a US $ 47,98 no fechamento do mercado ontem, queda de 2 centavos.	Paraphrase
A coligação Portugal à Frente poderá estar perto da maioria absoluta.	O maior partido da oposição pode estar mais próximo da coligação.	None
Segundo o Fisco, o quinto lote do IR 2015 pagará R$ 1,4 bilhão em restituições para 1,23 milhão de contribuintes.	A restituição de 2014 vai pagar para 211 contribuintes R$ 475.754,29.	None
Primeiro Construa o protótipo.	Construa o primeiro.	Entailment
O preço por usuário é de US $ 29 para o Workplace Messaging, US $ 89 para Team Collaboration e US $ 35 para Collaborative Learning.	As mensagens no local de trabalho custam US $ 29, a colaboração na equipe no local de trabalho custa US $ 89 e o aprendizado colaborativo custa US $ 35.	Paraphrase
Seis israelitas foram feridos este domingo, atacados por palestinianos.	Ao princípio da tarde de domingo, um colono israelita foi gravemente ferido por dois palestinianos que se puseram em fuga.	None
O presidente ucraniano, Leonid Kuchma, interrompeu hoje uma visita à América Latina, à medida que uma disputa amarga entre a Ucrânia e a Rússia se deteriora ainda mais.	A disputa levou o presidente ucraniano Leonid Kuchma a interromper uma visita de Estado à América Latina.	Paraphrase
A primeira grande atualização do Windows 10, também conhecida como Threshold 2, chegará no próximo mês, novembro.	A Microsoft está atualmente finalizando sua próxima grande atualização do Windows 10.	None
E embora ele tenha atuado em dramas de época antes, nas versões de Jane Austens Persuasion e Charlotte Brontes, Jane Eyre Henchard é uma raça à parte.	E, embora já tenha atuado em dramas de época - nas versões de "Persuasão", de Jane Austen, e "Jane Eyre", de Charlotte Bronte -, Henchard é uma raça à parte.	Paraphrase
Os Estados Unidos querem que a medida seja aprovada até 3 de junho, quando o programa petróleo por alimentos precisa ser renovado.	O governo Bush quer que a medida seja aprovada até 3 de junho, quando o programa de petróleo por alimentos já está em fase de renovação.	Paraphrase
Os nomeados aos Óscares 2016 são anunciados a 14 de janeiro e a gala está marcada para 28 de fevereiro.	A Gala dos Óscares terá lugar no dia 28 de Fevereiro.	Entailment
A campanha de McCain tem evidências mais específicas de sucesso.	Há evidências mais específicas a serem encontradas na campanha de McCain.	Entailment
A Alemanha, outro oponente da guerra atualmente no Conselho de Segurança da ONU, se aproximou dos Estados Unidos e não insistiu em um cronograma na segunda-feira.	A Alemanha, outro oponente da guerra atualmente no Conselho de Segurança da ONU, nas últimas semanas se aproximou de Washington e não insistiu em um cronograma.	Paraphrase
Colmar também é o local de nascimento de Auguste Bartholdi, designer da Estátua da Liberdade.	Auguste Bartholdi, nascido em Colmar, projetou a Estátua da Liberdade.	Entailment
O Skype já pediu desculpa e diz estar a trabalhar para resolver o problema.	Os primeiros problemas com o Skype foram detetados cerca das 9h20 em Lisboa.	None
Guarda-redes espanhol tornou-se o jogador com mais jogos na Liga dos Campeões.	Mas o guarda-redes espanhol não ficou bem pela forma como a bola lhe escapou.	None
Este é o melhor restaurante de laticínios de Eilat, que serve generosamente deliciosos pratos vegetarianos e saladas em porções enormes.	O restaurante serve comida vegetariana.	Entailment
Amrozi acusou seu irmão, a quem chamou de "testemunha", de distorcer deliberadamente suas evidências.	Referindo-se a ele como apenas "a testemunha", Amrozi acusou seu irmão de distorcer deliberadamente suas evidências.	Paraphrase
Confirma que o museu não recolheu a obra, pelo que alguém decidiu levá-la para casa.	Filipe Pimentel acrescentou que o museu está a ponderar se vai ou não substituir a obra.	None
O texto original do governo aumentava essa alíquota para 4,5%.	O projeto enviado pelo Executivo aumentava essa alíquota para 2,5%.	None
Na hora de mostrar o vermelho, porém, a arbitragem trocou as bolas e sobrou para David Braz, jogador do Santos.	O jogador do Santos, David Braz, pode ter sido vítima de um erro de arbitragem.	Entailment
Até então, a exigência do tempo mínimo trabalhado para ter acesso ao benefício era de um mês.	O valor recebido equivale a um salário mínimo, independente do tempo trabalhado.	None
certo que eles têm cem dólares para gastar em dezembro eu sei o que você quer dizer	Eles têm US $ 100 para gastar em dezembro.	Entailment
Testa esclareceu que a situação do governo e do presidente da Câmara não é das melhores.	Saiba que o presidente da Câmara a partir de hoje é oposição do governo.	None
A derrota da Proposição 226 - os sindicatos ainda podem fazer contribuições políticas sem a aprovação dos membros - contradiz a idéia de que o dinheiro não importa na Califórnia, argumentam Cokie Roberts (Esta Semana) e Robert Novak (Capital Gang).	A derrota da Proposição 226 vai contra a noção de que a Califórnia não está preocupada com finanças.	Entailment
Já no Mato Grosso, os bloqueios dos caminhoneiros ocorrem em alguns trechos das BRs 163 e 364.	No Mato Grosso, caminhoneiros bloqueiam duas rodovias.	Entailment
Como resultado, os veículos de participação das agências variaram substancialmente.	Os veículos de participação das agências eram muito diferentes	Entailment
O sr. Presidente da República não pode pôr e dispor.	Como Presidente da República assumo as minhas responsabilidades constitucionais.	None
As vítimas foram para o Hospital de Loures pelos seus próprios meios.	Ambas as vítimas têm ferimentos ligeiros e deram entrada no Hospital de Loures.	None
Dilma aterrisou no Aeroporto de Chapecó, no Oeste catarinense, às 9h.	Dilma Rousseff chegou ao aeroporto de Chapecó às 9h20.	None
não oh não oh bem, tome cuidado	Adeus por agora .	Entailment
Ela teve seis filhos, todos vivos após o primeiro assalto, e um marido minúsculo de um homem que ficou quieto.	Ela tinha uma família numerosa.	Entailment
A mais rica das missões da Caleornia foi a quarta a ser construída na cadeia, a Missão San Gabriel Arcangel (428 S. Mission Drive, San Gabriel).	San Gabriel Arcangel foi a quarta missão a ser construída.	Entailment
Jessica Jones da Marvel estreia em exclusivo no Netflix a 20 de novembro.	A Netflix divulgou um novo teaser de Jessica Jones , segundo fruto de sua parceria com a Marvel.	None
O médico Mark McClean, médico da família de Jonathan, disse que se o medicamento tivesse sido administrado mais cedo, Jonathan teria retido mais de suas funções cerebrais.	O médico Mark McClean, clínico geral da família, disse que, se o medicamento tivesse sido administrado a Jonathan mais cedo, ele manteria mais a função cerebral.	Paraphrase
Neste ano, 809 instituições participarão do evento, que será realizado em 393 cidades brasileiras.	O evento vai acontecer em 393 cidades brasileiras.	Entailment
Outros 17,8% defendem o formato e 8,6% dizem que não têm uma opinião sobre o assunto.	Outros 59,3% defendem que é preciso fortalecer ONGs e movimentos sociais.	None
Obtivemos informações principalmente por meio de entrevistas com gerentes seniores de segurança e análise de documentos realizada durante e após visitas às organizações que estudamos.	Entrevistas e análise de documentos são duas maneiras pelas quais as informações foram coletadas.	Entailment
Mel arma para conseguir afastar Vavá de Janete.	Vavá anuncia que quer se separar de Janete.	None
Sarah Weddington, advogada e advogada do aborto que originalmente representava McCorvey, não pôde ser contatada para comentar.	Sarah Weddington, advogada e advogada do aborto que originalmente representava McCorvey, não retornou imediatamente uma ligação pedindo comentários.	Paraphrase
Na China, a riqueza média de um adulto é de US$ 22 mil por ano.	A segunda posição é da Nova Zelândia, com uma riqueza média por adulto de US$ 400 mil.	None
Vou continuar de fora até final da época e tentar encontrar outro clube no próximo ano.	Vou estar afastado até ao final da temporada e tentar encontrar um clube para a próxima época.	Paraphrase
A coligação PSD/CDS não explicitou quaisquer condições de governabilidade ao PS.	Representantes do PS e do PSD/CDS reúnem esta sexta-feira para tentar encontrar soluções de governação comuns.	None
A campanha de vacinação contra a Poliomielite terminou sem atingir a meta esperada no país, segundo o ministério da Saúde.	A meta do Ministério da Saúde é vacinar 95% deste público.	None
A banda britânica, conhecida por levar por levar ao limite as suas produções, vai atuar no centro da MEO Arena, a partir das 20h00.	A banda britânica vai atuar no centro da MEO Arena, a partir das 20h00.	Entailment
Achamos que eles têm o direito de escolher.	"Acreditamos que os clientes da PeopleSoft merecem o direito de escolher", disse Ellison.	Paraphrase
Gandhi Ele era o caçula de quatro.	Ele era o caçula de quatro irmãos.	Entailment
O X2 recebeu US $ 17,1 milhões, para um total de US $ 174 milhões em três semanas.	Em outros lugares nos cinemas neste fim de semana, "X2" faturou US $ 17,1 milhões para elevar seu total de três semanas para US $ 174 milhões.	Paraphrase
No outro extremo de Pengkalan Weld, em frente ao Posto de Turismo, fica o Jam Besar (Torre do Relógio de Penang), construído para marcar o Jubileu de Diamante da Rainha Vitória, e apresentado à cidade em 1897.	A torre do relógio de Penang foi construída para marcar o Jubileu de Diamante da Rainha.	Entailment
O técnico Juan Carlos Osorio descartou a possibilidade de deixar o São Paulo.	Para o técnico Juan Carlos Osorio, o objetivo do São Paulo não é mais o título do Brasileirão.	None
Só em setembro François Hollande ordenou ataques a posições jihadistas na Síria.	O presidente François Hollande considerou estes ataques como "um ato de guerra" realizada pelo Estado Islâmico.	None
Depois do rebaixamento, o governo anunciou um pacote de medidas para tentar garantir superávit primário em 2016.	Essa é a medida que o governo vem fazendo para garantir o superávit primário em 2015.	None
A PT Portugal vai alargar a rede de fibra óptica nos próximo 5 anos.	São 3 os pilares que levaram a esta vontade de crescimento da rede de fibra da PT.	None
Para este ano estão previstos cinco leilões de rodovias, cujos estudos começaram no ano passado.	Os leilões estão previstos para acontecer a partir do primeiro trimestre de 2016.	None
A Eslováquia venceu no sufoco Luxemburgo por 3 a 2 e, com 22 pontos, confirmou a classificação à Eurocopa.	Eslováquia, por sua vez, passou sufoco para vencer Luxemburgo.	Entailment
PJ está a realizar buscas no Centro Distrital de Segurança Social de Lisboa.	A PJ está, neste momento, no centro distrital de Lisboa a efetuar buscas.	Entailment
Levou a moda ocidental moderna para fazer isso acontecer.	A moda ocidental foi modernizada.	Entailment
Você me dirá agora bem aqui onde ela será encontrada. Kramenin balançou a cabeça.	Karmenin expressou sua desaprovação com um movimento da cabeça.	Entailment
O tribunal tomou a decisão a pedido do Senado.	O pedido de Nardes será submetido aos demais ministros, que terão de aprová-lo.	None
O senador Charles Schumer, DN.Y., enviou uma carta ao presidente Bush na quarta-feira exigindo ações sobre a legislação.	O senador Charles Schumer (DN.Y.), um defensor da lei de Boxer, enviou uma carta ao presidente Bush na quarta-feira exigindo ações sobre a legislação.	Paraphrase
Ganhámos dois jogos e penso sempre ganhar mais, é o que importa.	Ganhámos 1-0, mas criámos mais oportunidades e quem faz mais um golo, ganha o jogo.	None
Bruno Alves faz 34 anos no dia 27 de Novembro.	Bruno Alves chegará ao Europeu de 2016 com 34 anos e mais de 80 internacionalizações.	None
Também há casos em que as universidades públicas adotam pesos diferenciados ou bônus para as provas do Enem 2014.	Algumas instituições participantes do Sisu adotam pesos diferenciados para as provas do Enem 2014.	None
Em Hong Kong, o índice Hang Seng caiu 2,61%.	Em Cingapura, o índice Straits Times desvalorizou 1,18%.	None
Essa deterioração da segurança aumenta quando quase todos os computadores contam com um único sistema operacional sujeito às mesmas vulnerabilidades em todo o mundo ", acrescentou Geer.	"A deterioração dos componentes de segurança quando quase todos os computadores dependem de um único sistema operacional sujeito às mesmas vulnerabilidades em todo o mundo".	Paraphrase
Os documentos incluem cópias de passaporte, comprovantes de endereço no Rio de Janeiro e assinaturas de Cunha.	Na conta da empresa Triumph SP, há uma cópia do passaporte de Cunha.	None
Todas as premissas de programa e política têm uma data de início de 2002.	Todas as premissas de programa e política têm uma data de início de 2002.	Entailment
Esta manhã, no escritório da UM em Nova York, Coen revisou suas expectativas para baixo, dizendo que os gastos aumentariam 4,6%, para US $ 247 bilhões.	Falando a repórteres em uma entrevista coletiva em Nova York, o Universal McCann's Coen projetou que o total de gastos com publicidade nos EUA aumentará 4,6%, para US $ 247,7 bilhões este ano.	Paraphrase
Cerca de 400 dos presos foram acusados de fabricar ou distribuir pornografia infantil na Internet.	O maior número de prisões, cerca de 400, foram acusadas de fabricar ou distribuir pornografia infantil na Internet.	Paraphrase
Perdeu seu império na América e no Pacífico e, em 1923, sofreu uma derrota humilhante no Marrocos pelas mãos dos rebeldes locais.	Os rebeldes marroquinos locais o derrotaram em 1923.	Entailment
O ataque dos três grupos militantes ocorreu aqui em Erez, a principal fronteira entre Israel e Gaza.	O ataque ocorreu sob a neblina no cruzamento de Erez, na fronteira entre Israel e a Faixa de Gaza.	Paraphrase
As principais atrações turísticas de Shenzhen são seus enormes parques temáticos.	A maioria dos turistas visita Shenzhen por seus parques temáticos.	Entailment
O Ocidente acusa a Rússia de apoiar os separatistas com armas e pessoal, o que os russos negam.	Responde ao apoio do Ocidente aos grupos pró-direitos humanos que atuam na Rússia.	None
A jornada de Jimmy McGill leva surpreendentes reviravoltas, com curvas apertadas na 2 ª temporada de Better Call Saul.	O canal AMC acaba de anunciar a data de lançamento da segunda temporada de Better Call Saul .	None
Se os alimentos e os cuidados médicos triplicassem em custos, as pessoas precisariam gastar menos em outras coisas para pagar pelo aumento ou reduzir os alimentos e os cuidados médicos que compraram.	As pessoas teriam que cortar gastos em outras áreas se os alimentos e os cuidados médicos aumentassem.	Entailment
Peterson, um ex-vendedor de fertilizantes, é acusado de assassinato pela morte de sua esposa de 27 anos e do bebê que ela carregava.	Peterson, 31, agora é acusado de assassinato pela morte de sua esposa de 27 anos e seu filho ainda não nascido.	Paraphrase
A única diferença é que o apresentador era ninguém menos do que Satya Nadella, CEO da Microsoft.	Presidente-executivo da Microsoft, Satya Nadella, fala a estudantes em São Paulo.	None
A Progress Software planeja adquirir a DataDirect Technologies, de capital fechado, por cerca de US $ 88 milhões em dinheiro, disseram as empresas na sexta-feira.	A Progress Software Corp. está adquirindo a DataDirect Technologies Ltd., uma fornecedora privada de software de acesso a dados, por aproximadamente US $ 88 milhões, disseram as empresas na sexta-feira.	Paraphrase
Os promotores de Milwaukee acusaram um ministro da igreja de abuso físico na morte de um garoto autista de 8 anos que morreu durante um serviço de cura.	Um ministro da igreja foi acusado ontem pela morte de um garoto autista de 8 anos que se sufocou quando os líderes da igreja tentaram curá-lo em uma igreja em frente à loja.	Paraphrase
Sua pele parecia ficar cinza, e seus olhos se abriram para dobrar o tamanho normal.	Sua pele perdeu a cor e seus olhos se arregalaram.	Entailment
Afegãos e eritreus vêm em seguida, geralmente tentando escapar da pobreza e de violações aos direitos humanos.	Essa decisão foi duramente criticada por grupos de direitos humanos.	None
Mais tarde, houve um impasse entre soldados franceses e um vagão de batalha de Hema que tentou passar pelo complexo da ONU.	Mais tarde, soldados franceses ameaçaram abrir fogo contra um vagão de batalha de Hema que tentava passar perto do complexo da ONU.	Paraphrase
O ministro da educação disse que o MEC não foi notificado da decisão e que vai recorrer.	O MEC tem cinco dias para recorrer da decisão da Justiça.	None
De acordo com a publicação, Cathriona foi encontrada morta pela polícia de Los Angeles em sua residência, na noite de segunda-feira (28).	Cathriona foi encontrada morta em sua casa, em Los Angeles, na noite de segunda-feira (28).	Entailment
O candidato do centro-direita, Mauricio Macri, que já foi presidente do Boca Juniors, venceu as eleições.	Mauricio Macri, ex-presidente do Boca Juniors, foi o vencedor das eleições.	Entailment
oh bem, tenha um bom dia, então tchau-tchau	Espero que você tenha um bom dia .	Entailment
Pelo caso, ambos foram afastados pelo Comitê de Ética da Fifa por 90 dias.	Mas sua explicação não convenceu o Comitê de Ética da Fifa que o suspendeu.	None
A chanceler alemã e o Presidente francês discursaram esta terça-feira no Parlamento Europeu.	Para o presidente francês, quem não está convencido do projeto europeu deve sair.	None
Tudo começou com a visão do rosto de seu tio olhando para ele.	Tudo começou com a visão do rosto de seu tio.	Entailment
Pep Guardiola voltou a falar em defesa da independência da Catalunha.	Pep Guardiola é um catalão convicto e defensor da independência da região da Catalunha.	None
A linha saúde 24 recebeu em média 81 chamadas falsas por dia.	As falsas chamadas referentes a problemas de saúde correspondem a uma média de 81 chamadas por dia.	Entailment
O Supremo Tribunal estabeleceu o Joint Legal Services Access & amp; Comitê de Financiamento, orientando-o a fazer recomendações à Corte e ao Legislativo até 31 de dezembro de 1995.	O Comitê Conjunto de Acesso e Financiamento de Serviços Jurídicos foi fundado antes de 31 de dezembro de 1995.	Entailment
Neste sábado, o brasileiro conquistou a medalha de bronze no Campeonato Mundial.	O Brasil conquistou mais uma medalha no Mundial de Milão na manhã deste domingo.	None
Houve nas últimas semanas uma polêmica parecida quando subiu o preço de um medicamento para tuberculose.	Este não é o primeiro caso polémico de aumento de preços de medicamentos em que Shkreli está envolvido.	None
Setenta peças desse trabalho notável sobrevivem de uma centena original.	De uma centena original feita, setenta peças dessa obra notável sobreviveram.	Entailment
Já a Rússia entrou hoje em acção, também com bombardeamentos em solo sírio.	A Rússia diz que estes bombardeamentos lhe foram solicitados pelo governo sírio.	None
(Clique para saber mais sobre as surpreendentes origens islâmicas desse argumento e o que Ludwig Wittgenstein tinha a dizer sobre isso.)	Clique aqui para saber mais sobre esses argumentos origens islâmicas.	Entailment
A diminuição da extinção (em unidades de distância inversa) pode, por sua vez, ser usada para estimar medidas quantitativas mais diretamente relacionadas à percepção humana, como contraste de alvos distantes e alcance visual.	A redução da extinção pode ser usada para estimar medidas numéricas relacionadas às percepções humanas.	Entailment
Oficiais chechenos que trabalham para o governo apoiado por Moscou são um alvo frequente de rebeldes e a tensão está alta antes das eleições presidenciais de domingo na Chechênia, devastada pela guerra.	Autoridades do governo da Chechênia, apoiado em Moscou, são um alvo frequente de rebeldes, e a tensão está alta antes das eleições presidenciais de domingo na região devastada pela guerra.	Paraphrase
Ele foi condenado por um júri do Tribunal Superior do Condado de Ventura e condenado à revelia a 124 anos de prisão.	Ele foi condenado em sua ausência em janeiro e condenado a 124 anos.	Paraphrase
Ele foi derrotado na famosa Batalha da Maratona, em 490 aC, e dez anos depois seu filho Xerxes perdeu a frota persa na Batalha de Salamina.	Xerxes perdeu a frota persa dez anos após a derrota de seu pai na Batalha da Maratona.	Entailment
As imagens foram recolhidas nas linhas do Norte, do Oeste, do Douro, de Sintra e de Cascais.	As linhas do Douro e de Cascais são, naturalmente, as que proporcionam imagens mais espectaculares.	None
Eventualmente, eu consegui raspar minha mandíbula do chão e fazer um show de assentir, concordar, concordar com ... o que estava acontecendo.	Fechei minha boca.	Entailment
Nesta terça-feira, quando também foi aberta sessão para votar os vetos, 52% da bancada compareceu.	Para a sessão desta terça-feira, há oito vetos na pauta.	None
Ela pensou que são necessárias mais pesquisas sobre esse assunto.	Ela acha que eles precisam de mais pesquisas.	Entailment
A decisão é da 23ª Vara Cível de Brasília e cabe recurso.	A decisão do TJDFT foi em primeira instância e por isso ainda cabe recurso.	None
Pretendo me casar, é claro, respondeu Tuppence.	Eu pretendo encontrar um parceiro de vida, é claro, respondeu Tuppence.	Entailment
Todos os internados serão encaminhados para unidades do Departamento Geral de Ações Socioeducativas (Degase).	Segundo nota do tribunal, os adolescentes foram internados provisoriamente em unidades do Degase.	None
A falta de pagamento levou a que fosse aberta uma investigação aos bens do Estado com fim à penhora.	O advogado avança então para a penhora de bens do Estado.	None
O Brasil e Santa Catarina perdem um dos seus grandes filhos: o senador Luiz Henrique.	Ele era senador por Santa Catarina desde 2011.	None
MP apura esquema de adição de amido de milho e leite impróprio em queijo.	Desta vez, a substância usada para multiplicar o queijo era amido de milho.	None
Fora de casa, em Baku, o brasileiro naturalizado italiano Éder abriu o placar logo aos 11 minutos.	O brasileiro naturalizado italiano Éder fez o primeiro gol aos 11 minutos.	Entailment
As duas câmeras frontais também podem ser usadas para gravar vídeos no modo multi-view.	Próximo a essa segunda tela estão localizadas não uma, mas duas câmeras frontais.	None
Autoridades russas e sauditas assinaram na segunda-feira um acordo de cinco anos sobre cooperação no setor de petróleo e gás.	Após conversações, os ministros da Energia da Rússia e da Arábia Saudita assinaram um acordo de cinco anos sobre cooperação no setor de petróleo e gás.	Paraphrase
