premise	hypo	label
Some of the company's software developers will join Microsoft, but details haven't been finalized, said Mike Nash, corporate vice president of Microsoft's security business unit.	Some of the companys software developers will join Microsoft, but details havent been finalized, said Mike Nash, corporate vice president of Microsofts security business unit.	Paraphrase
Thursday, Mr. Romanow called it an offence to democracy to not implement a council that so many Canadians support.	Yesterday, Mr. Romanow said it was an affront to democracy to not implement a council that so many Canadians support.	Paraphrase
Supreme Court Justice Ruth Bader Ginsburg has estimated that four out of every five low-income people in America who need legal representation don't receive it.	Ruth Bader Ginsburg thinks poor people have a very hard time getting the help they need.	Entailment
The discount rate used for the calculation is the average interest rate (yield) on marketable Treasury securities of similar maturity to the loan guarantees, applicable to the time when the guaranteed loans are disbursed.	The discount rate is the average yield of treasury bonds.	None
"We're in a highly competitive industry where few apparel brands own and operate manufacturing facilities in North America," Levi Strauss Chief Executive Officer Phil Marineau said in a statement.	"We're in a highly competitive industry where few apparel brands own and operate manufacturing facilities in North America," said Phil Marineau, the chief executive.	Paraphrase
In the settlement, Tyrer agreed to pay $US1.06 million in allegedly ill-gotten trading profits and $US342,195 in interest, the SEC said.	To settle the charges, Mr. Tyrer agreed to surrender $1.06 million in trading profits and $342,195 in interest.	Paraphrase
A área aberta e gratuita da Campus Party conta com diversas atrações e conteúdos exclusivos para o público visitante.	Ainda não foram anunciadas as atrações da Campus Party Brasil 2016.	None
Auditors should make arrangements to make audit documentation available, upon request, in a timely manner to other auditors or reviewers.	Auditors should make every effort to make sure that documents can be retrieved by other auditors.	Entailment
The container should be kept covered and the contents should be protected from light.	The content is a banana, banana's need protecting from light.	None
Combining outbound and inbound mail, and including incremental costs would result in an overall cost coverage of 119.	Most would agree the coverage cost is very reasonable.	None
Nor has it said how many astronauts will be on board, through there reportedly will be between one and three.	Nor has it said how many astronauts will be on board, through there reportedly could be as many as three.	Paraphrase
* EPA cost modeling for wet scrubber installations estimate 29 tons of limestone required to achieve 95 percent SO2 removal while burning a 4 percent sulfur coal.	Wet scrubber installations are estimated to require tons of limestone.	Entailment
Atualmente, existem aproximadamente 25 mil leitos psiquiátricos do SUS em 166 hospitais no país.	Em 2006, havia 40.942 leitos em 228 hospitais psiquiátricos.	None
Para Sarah, o sucesso da foto se deve ao fato de estar vestida de noiva.	Sarah chegou ao local ainda em de vestido de noiva.	None
The Commission also reports that it forwarded a copy of its initial regulatory flexibility analysis to the Chief Counsel for Advocacy of the Small Business Administration (SBA) as required by the Act, and that the SBA did not file comments.	The SBA did not file comments on the regulatory flexibility analysis.	Entailment
Of these 490 respondents, an estimated 155 respondents would be required to perform additional information collection.	There were only 490 people available to respond.	None
Although their styles and strategies varied, the leading organizations we visited agreed that several key factors were important in attracting and retaining talent.	Some of the key factors the organizations agreed on were, education, drive, and principles.	None
Goss said CIA Director George Tenet has provided the committee with 19 volumes of documents on prewar intelligence which has been made available to House members.	He also noted that Tenet has provided the committee with 19 volumes of documents on prewar intelligence which has been made available to House members.	Paraphrase
It eliminates the traditional GAO divisions and strengthens teambased matrix management.	GAO divisions are essential to success.	None
The FTC also asked the judge to suspend his ruling pending its appeal.	The FTC asked the court Wednesday to block the ruling and filed for an appeal.	Paraphrase
Shares of Microsoft fell 1 cent to close at $25.65 on the Nasdaq Stock Market.	Microsoft shares (MSFT: news, chart, profile) fell 1 cent to close at $25.65.	Paraphrase
Mais de 387 milhões de pessoas em todo o planeta são diabéticas.	No Brasil, mais de 12 milhões são diabéticos e 24% deles não receberam o diagnóstico.	None
Goleada ocorreu no jogo entre Bayern Munique e o Wolfsburgo.	O Bayern esteve a perder contra o Wolfsburgo, em Munique, até aos 51 minutos.	None
Li suggested that co-morbidity or patients' medical characteristics could also have a large impact on the success of interventions.	Co-morbidity in patients has a potentially large effect on how successful interventions are according to Li.	Entailment
Depois, Hollande vai até Moscou se reunir com Putin sobre a mesma questão.	Putin, que receberá Hollande na quinta-feira em Moscou, chamou a ação de "punhalada nas costas".	None
O carro número 38 recuperou o primeiro posto poucas voltas depois.	O carro 38 terminou a prova no quarto posto, a uma volta do líder.	None
Moreover, the pervasive changes confronting the Congress and the nation present an opportunity for the Congress to reconsider the approach it takes to oversight responsibilities.	If Congress does not take this opportunity to address its approach to oversight responsibilities, the chance may be lost forever.	None
The association said 28.2 million DVDs were rented in the week that ended June 15, compared with 27.3 million VHS cassettes.	The Video Software Dealers Association said 28.2 million DVDs were rented out last week, compared to 27.3 million VHS cassettes.	Paraphrase
As frequently happens to a company making a major acquisition, PeopleSoft's shares dropped during yesterday's trading, decreasing $1.42 to close at $14.97.	As frequently happens to a company making a major acquisition, PeopleSoft's shares dropped in Monday's trading, decreasing 87 cents to $15.52 on the Nasdaq Stock Market.	Paraphrase
A obra, que data de 1828, pertence ao último período de Domingos Sequeira, pintor que morreu em 1837.	A obra em causa é da autoria do pintor Domingos Sequeira.	Entailment
Some terms are designated as Special Term from SFFAS # and are terms defined specifically for the standard indicated.	Special terms have to be approved by a third party.	None
Implementing Best  Strategies at Work, Federal CIO Council, Capital Planning and IT Investment Committee, June 1998.	In June 1998, the Capital Planning and IT Investment Committee explored how to put adopt the best workplace strategies.	Entailment
These quidelines present the minimum standard of quality in case study evaluation, taken in conjunction with the guidance in the Yellow Book, Policy Manual, and Communications Manual.	The guidelines frame the quality standard in case study evaluations for non-profits.	None
For the first three or four weeks when we were at the height of these disturbing trends, people were picked up and missing from their families and one person died in detention, he says.	People were missing from their families and one person died while being held by INS.	None
Finally, let me note that GAO is proud of its record in providing timely service to the Congress.	Gao is proud of it's record of timely service	Entailment
1.4, formerly methodology transfer paper 4. Using Structured Interviewing Techniques.	Structured interviewing techniques were used.	Entailment
O Mundial é liderado pelo francês Pierre Le Coq, seguido do polaco Piotr Myska e do suíço Mateo Sanz Lanz.	O Mundial é liderado pelo francês Pierre Le Coq, seguido dos chineses Aichen Wang e Zhichao Zhang.	None
Por outro lado, Portas defendeu que todos os problemas que depois viu o PS mencionar foram discutidos na campanha eleitoral.	O líder do CDS afirmou também que todos os problemas que foram mencionados foram discutidos na campanha eleitoral.	None
4. Is the basis for case selection presented?	Is the basis for case selection being shown?	Entailment
In adopting the H-2A program, Congress sought a balanced program that would ensure an adequate source of labor, but would not exploit employees or provide an added incentive to hire foreign rather than resident workers.	The H-2A program was a huge success and accomplished it's goals.	None
4. How Does Saving Affect Future Budgetary Flexibility?	Savings makes budgets more flexible.	None
The dilution water used in effluent toxicity tests will depend on the objectives of the study and logistical constraints, as discussed in Section 7, Dilution Water.	The diluted water is discussed in Section 7, Dilution Water.	Entailment
LSC has joined with the ABA Commission on Loan Repayment and Forgiveness to study this problem and to recommend solutions.	LSC is working with ABA Commission to better understand the problem and recommend solutions.	Entailment
Initially, as a conservative starting point, suppose the postal service is at breakeven with no discounts and no presort volume.	The postal service is at breakeven.	None
The Army Research Laboratory (ARL) was established in October 1992 as a result of a realignment of a number of Army research and development organizations.	1992 was the year in which the Army Research Laboratory was created.	Entailment
LSC has developed performance guidelines for assessing grant applications.	The grants had performance standards tied to the applications.	Entailment
Esta terça-feira tinha sido noticiado outro tiroteio na mesma universidade.	Esta quinta-feira foi noticiado outro tiroteio numa universidade norte-americana, localizada no estado do Arizona.	None
Although no comments were submitted in direct response to the Initial Regulatory Flexibility Analysis, the Commission noted that a number of the general comments on the Notice of Proposed Rulemaking raised issues that could affect small entities.	There weren't any comments submitted to the Initial Regulatory Flexibility Analysis in itself, but comments elsewhere could apply to it.	Entailment
Gentilello said he has long supported placing a priority on research in this area.	Gentilello feels that research in this area would produce favorable financial return.	None
The group then drafted an instrument and pilot tested it with a volunteer group of 22 programs in January 2001.	In January 2001, a volunteer group of 22 programs tested the instrument.	Entailment
3/ First-Class Mail sent by non-households to households (e.g.	All first-class mail is sent by non-households.	None
Several screens have been developed for pregnant women.	For pregnant women, several screens and checks have been developed.	Entailment
What data sources were used in triangulation?	Data sources were used to triangulate.	Entailment
Ele foi encaminhado para o Hospital Municipal Miguel Couto e está fora de perigo.	Ele foi socorrido no Hospital Miguel Couto, na Gávea, na Zona Sul.	None
For the first period, it is assumed that all controls need to be installed in a 31-month period.	The controls are to keep the mosquitos out of the office.	None
The couple was granted an annulment in September 2001 and Joanie Harper was given sole custody of Marques and Lyndsey, court records show.	Joanie Harper and Brothers were granted an annulment in September 2001, and Harper was given sole custody of Marques and Lyndsey, court records show.	Paraphrase
Os analistas da agência subiram a notação de Portugal de BB para BB+.	A agência decidiu, no entanto, continuar a avaliar Portugal.	None
Many women complain that they become more forgetful around the time of menopause, and some doctors believe that hormonal changes are the reason.	Many women complain that they become more forgetful after menopause, and some doctors have come to believe the hormonal changes brought on by menopause are the reason.	Paraphrase
O Cruzeiro encara o Coritiba no domingo (28), às 16h em Curitiba.	No próximo domingo, o Cruzeiro encara o Coritiba, no Couto Pereira.	None
If we do not pre-define SBIR, we have to define what we are talking about with each recommendation.	We need to define the SBIR before we go.	Entailment
Elon Musk acredita, também, que os veículos autónomos serão uma realidade em 2018.	O Model X é o carro mais avançado que a empresa de Elon Musk já produziu.	None
Gaúcho ficou famoso por aparece em todos os jogos da seleção brasileira, principalmente em Copas do Mundo.	Clóvis acompanhou sete Copas do Mundo e percorreu 66 países levando as bandeiras brasileira e gaúcha.	None
He added that those "are not solely American principles, nor are they exclusively Western."	"These are not solely American principles nor are they exclusively Western," Rumsfeld said.	Paraphrase
Finally, in considering any significant alternatives minimizing the impact on small entities, the Commission asks for comments on whether the rule should be applied in situations with very limited PBX configurations in compliance with section 603(c).	The commission has certain doubts about the alternatives.	Entailment
In some cases its sanctions are adequate, but not always.	In some cases its sanctions are pathetic in the eyes of authority	None
Nesta sexta-feira à noite, estava a decorrer um concerto da banda norte-americana Eagles of Death Metal.	Os Eagles of Death Metal têm agendado um espectáculo em Lisboa, a 10 de Dezembro, no Armazém F.	None
Minister Saud al-Faisal visit was disclosed Monday by two administration officials who discussed it on condition of not being identified by name.	Minister Saud al-Faisal's visit was disclosed by two administration officials, who spoke on condition of anonymity.	Paraphrase
A versão Beta de Star Wars Battlefront e o Companion estarão disponíveis entre os dias 8 e 12 de outubro.	O Star Wars Battlefront Companion estará disponível durante a fase Beta para todos os jogadores com uma Conta EA.	None
Power generators are a significant source of three key  sulfur dioxide (SO2), nitrogen oxide (NOx), and mercury (Hg).	The power generators make a lot of sulfur dioxide.	Entailment
O empate impediu que o Valencia desse um salto importante no Campeonato Espanhol.	O Valencia voltou aos empates na liga espanhola.	None
O Pronaf é uma política importante para a agricultura familiar.	Romilton José Machado é assentado da agricultura familiar no Distrito Federal.	None
O diretor Cláudio Assis voltou a ser vaiado no evento.	Cláudio Assis, desta vez, porém, rebateu as vaias.	None
He added: ``I've never heard of more reprehensiblebehaviour by a doctor.	The Harrisons’ lawyer Paul LiCalsi said: “I’ve never heard of more reprehensible behaviour by a doctor.	Paraphrase
Full classes of 48 are booked through September, he said, and the Transportation Security Administration plans to double its classes in January.	Full classes of 48 each are booked through the end of September, he said, and the agency plans to double its classes in January.	Paraphrase
26 g for fathead minnows.	Fathead minnows cost 26 g.	Entailment
While Social Security provides a foundation for retirement income, pensions, income from accumulated assets, and current earnings largely determine which households will have the highest retirement incomes, as figure 1.5 shows.	Households in New York City have the highest retirement income.	None
"Instead of pursuing the most imminent and real threats to our future -- terrorism -- this Bush administration chose to settle old scores," he said.	"Instead of pursuing the most imminent and real threats - international terrorists," Graham said, "this Bush administration chose to settle old scores."	Paraphrase
None of Deans opponents picked him as someone to party with, nor was Dean asked that question.	None of Dean's opponents picked him as someone to party with and Dean was not asked the question.	Paraphrase
However, because the determination of abuse is so subjective, auditors are not expected to provide reasonable assurance of detecting it.	The determination of abuse is very subjective to those involved in the organization.	None
It also includes rate differences due to weight and to whether the piece is non-standard in shape.	Due to weight, rate differences have been included.	Entailment
O DAX 30, de Frankfurt , tem baixa de 3,24%, aos 9.796,37 pontos.	Em Frankfurt, o Dax subia 1,5% enquanto Londres valorizava 1,66%.	None
However, before I lose the forest---and a very important one it is---for the trees, I want to step back a bit.	I am worried I'll get distracted and forget what I wanted to say.	None
That failure to act contributed to September the 11th and the failure to act today continues (to put) Americans in a vulnerable circumstance," Graham said.	"That failure to act contributed to September 11 and the failure to act today continues [to put] Americans in a vulnerable circumstance," said Graham.	Paraphrase
O quinto ano de Game of Thrones chegou a registrar 8,1 milhões de espectadores.	A 6ª temporada de Game of Thrones estreia em 2016.	None
Broad agreement by the civil justice community, including the courts and IOLTA programs, on the values, purposes, and objectives of the State Planning Initiative.	The initiative's values, purposes and objectives were agreed upon broadly.	Entailment
A depressão irá aproximar-se da Corunha, Espanha, na madrugada, em direcção do Golfo da Biscaia.	A depressão aproxima-se da Corunha, Espanha, durante a madrugada, em direção ao Golfo da Biscaia.	Paraphrase
Car volume fell 8 per cent, while light truck sales -- which include vans, pickups and SUVs -- rose 2.7 per cent.	Car volume was down 8 percent, while light truck sales--which include vans, pickups and SUVs--rose 2.7 percent.	Paraphrase
Sérgio Sousa Pinto já confirmou à TSF que se demitiu do Secretariado Nacional do PS este sábado.	Sérgio Sousa Pinto demitiu-se este sábado do Secretariado Nacional do PS.	Entailment
Relatos de tiros disparados levaram a universidade a fechar o campus.	O atirador ainda está a monte e a universidade está fechada.	None
including the Social Security Administration, Small Business Administration, National	The National, Small Business Administration, Social Secuirty Administration are included.	Entailment
Figure 2.2 breaks net national saving down into components.	Figure 2.2 shows the 2 major components of national saving.	None
For example, the manufacturer's central security group recently revamped the company's entire information security manual and dedicated one staff member to maintaining it.	The company's entire information security manual has been revamped by the manufacturer's central security group.	Entailment
So many people were involved in this process.	More than one person was involved in this process.	Entailment
Comart is a lawyer with Pine Tree Legal Assistance Inc., a statewide group that provides free legal aid to those who qualify.	Comart is the best lawyer at Pine Tree Legal Assistance Inc.	None
We incorporated comments as appropriate.	We originally accidentally incorporated inappropriate comments.	None
As comemorações começaram no dia 15 e estendem-se durante um ano.	Assista a este espetáculo na Praça de Bocage, sexta-feira, dia 18, a partir das 21h30.	None
For example, if we're interested in identifying patients with binge drinking, we can define binge drinking as 3, 4, 5, or 6 drinks on an occasion.	Binge drinking can be defined as having 3-6 drinks on a particular occasion.	Entailment
Over the weekend, NASA landed a six-wheeled robot on Mars to study the planet.	Last Saturday, a six-wheeled robot developed by NASA landed on Mars and began sending back images of the planet.	Paraphrase
Since last April, scientists have learned how acrylamide is formed.	Scientists are working to determine how exactly how acrylamide is formed in food.	Paraphrase
Na estreia que acontecerá hoje, quarta-feira, a cantora Gaby Amarantos irá ser sua colaboradora.	Convidados especiais, como a cantora Gaby Amarantos, também participam do programa.	None
O Corinthians enfim venceu o Santos na escaldante manhã deste domingo, em Itaquera.	O Corinthians entrou em campo contra o Santos na manhã deste domingo sob forte calor em Itaquera.	Entailment
Cabe ao chefe da Casa a decisão de dar prosseguimento ou arquivar pedidos de impeachment.	Hoje, Eduardo Cunha arquivou mais um requerimento que pedia o impeachment da presidenta.	None
Every world-class organization should have a set of core values, and so should our profession.	A core set of values is needed by our profession.	Entailment
So many people were involved in this process.	About ten thousand people were involved in this process.	None
Employing interactive video- and touch-screen technology, the kiosks guide users through the bureaucracy of obtaining domestic-violence restraining orders, establishing child custody, responding to child support and eviction orders, initiating small-claims suits and requesting waivers for legal filing fees.	Because of the advanced technologies involved in them, each kiosk costs $500,000.	None
A Autoeuropa tem, nesta altura, mais de 3.700 trabalhadores.	Os trabalhadores da Autoeuropa vão ter direito a um aumento nos salários já este ano.	None
"The gloves are off," said UNIFI official Rob O'Neill.	Unifi official Rob O'Neill said: "The gloves are off.	Paraphrase
A Igreja não aceita anulação, porque para ela o casamento é indissolúvel e isso não muda.	Nesses casos, a Igreja entende que o casamento foi baseado em uma mentira e ele é anulado.	None
NJP operates CLEAR--Coordinated Legal Education and Referral System-- to provide telephone and internet-based referral, advice, brief service, community legal education and intake services throughout the state.	NJP provides internet-based  help and assistance for those seeking legal help.	Entailment
"I think it happened very quickly," Houston Police Department homicide investigator Phil Yochum said of the crime.	"I think it happened very quickly," said Investigator Phil Yochum of the Houston Police Department's homicide division.	Paraphrase
That site provided a wealth of information about the proposed rule, including the text of the rule, the agency's regulatory impact assessment, and how to submit comments and search the comments that have already been submitted.	A wealth of information about the proposed rule was provided.	Entailment
Those same officials have repeatedly accused the Passaic County office of mismanagement.	The office located in Passaic County has been accused of mismanagement multiple times.	Entailment
Revision of Fee Schedules; 100% Fee Recovery, FY 1966	100% of fees were recovered by the IRS.	None
Cavaco Silva terá via verde para indigitar Passos Coelho como primeiro-ministro.	Depois de indigitado, Passos terá de apresentar governo a Cavaco e depois tomar posse.	None
"The anticipated global sales improvement in the month of June did not materialize," said Chief Financial Officer Robert Rivet.	"The anticipated global sales improvement in the month of June did not materialize as we had anticipated," the company said.	Paraphrase
Pressure also came last night from religious circles as three Anglican bishops said it was time for their former colleague to step down.	The pressure on Peter Hollingworth to resign as Governor-General intensified last night as three Anglican bishops said it was time for their former colleague to step down.	Paraphrase
This documentation should address	The document should address the changes.	None
How can we measure our performance?	How do we evaluate our performance in last nights game?	None
De acordo com Bittencourt, houve um grande exagero por parte da procuradoria na denúncia do atacante.	Bittencourt comparou a denúncia de Fred com a do atacante Emerson Sheik, do Flamengo.	None
Carols are playing just about everywhere as shoppers hit stores for their annual holiday gift-buying.	The stores play carols to attract shoppers.	None
Com o resultado, o Liverpool chegou aos 12 pontos, enquanto o Everton tem 13.	A expectativa era enorme, mas Everton e Liverpool não corresponderam.	None
The ability to leverage other funds to represent LSC eligible clients is a factor LSC considers in evaluating its grantees.	The LSC carefully evaluates grantees	None
Já a Rússia entrou hoje em acção, também com bombardeamentos em solo sírio.	A Rússia diz que estes bombardeamentos lhe foram solicitados pelo governo sírio.	None
5 shows how the estimates of software size can be tracked over time.	It is very simple to track software over time.	None
Government and industry practitioners discussed best practices, tools, and processes they have used or seen used to review facility designs, and suggested how federal agencies could use such tools and processes to foster quality design.	Design quality can be fostered through the use of tools and processes.	Entailment
Some firms even give billable credit for pro bono work (yeehaaa).	Pro bono work can be guaranteed by some firms.	Entailment
The final rule adopts a new standard for foreign participation in the United States telecommunications market in light of the World Trade Organization (WTO) agreement concluded on February 1, 1997.	The WTO adopted new standards for the telecommunications market.	Entailment
A Pordata Kids estará disponível gratuitamente, a partir de dia 22, no endereço pordatakids.pt.	A Pordata Kids é um site destinado a crianças, essencialmente entre os 8 e os 12 anos.	None
That it's OK to abuse women in Schuylkill County, because you'll only get a slap on the wrist?	They wanted to make the laws tougher.	None
Were the Postal Service to be allowed to set rates under contracts, or to bid for business, it would need costs by customer.	The potential contracts would raise prices for consumers.	Entailment
However, the requirements now found at section 3(b)(2)(A), (D), and (E) were similarly included in the previous version of the Executive Order and it appears that the Department meets those requirements.	The Executive Order has caused the change in requirements.	None
Our work also has shown that the international	Our work proves that the international...	Entailment
GAO has played an important role in helping the Congress and the agencies improve the government's computer security and make more effective use of technology in the delivery of federal services.	Government computer security has been improved due to GAO efforts.	Entailment
If neither fair value is determinable, the cost of the PP and E acquired is the cost recorded for the PP and E surrendered net of any accumulated depreciation or amortization.	It is possible to determine in some cases.	None
We modeled changes in ozone in the eastern U.S. using the Comprehensive Air Quality Model with Extensions (CAMx).	The changes in ozone in the east US were modeled.	Entailment
As comemorações da Implementação da República têm lugar um dia depois das eleições legislativas em Portugal.	Não há nada antes desse dia que determine o resultado das eleições.	None
But butterflies exposed to an earlier light cycle, from 1am to 1pm, orientated themselves towards the south-east.	But butterflies housed under an earlier light cycle, 1 a.m. to 1 p.m., flew toward the southeast.	Paraphrase
João Sousa perdeu o embate com Grigor Dimitrov, na 2ª ronda do Open da Malásia, por 2-1.	João Sousa encontra com o búlgaro Grigor Dimitrov, quarto cabeça-de-série e 19.º do ranking.	None
Ken Holcomb, Director of Systems Resources, Office of Investigations and Enforcement, Texas Health and Human Services Commission	The Director of Systems Resources in the Texas Health and Human Services Commission is Ken Holcomb.	Entailment
A maioria sofre de queimaduras graves indicou um responsável local à rádio sul-sudanesa Eye Radio.	Segundo a rádio local Eye Radio, mais de mil pessoas se aproximavam do local.	None
As a GPRA pilot program, ARL developed a strategic plan that included a mission statement and long-range goals.	A strategic plan was developed by ARL.	Entailment
Por causa do grave acidente na manhã deste sábado, a terceira e última sessão de treinos livres do GP da Rússia foi cancelada.	O terceiro treino livre para o GP da Rússia foi marcado por um grave acidente na manhã deste sábado.	Entailment
Improved products and  Senior executives can use the feedback from customers to enhance the customers' understanding of the organization and make improvements in the organization's products and services.	Customer feedback fan be used to enhance an organization's products.	Entailment
No ano passado, foram vacinadas 11.476 crianças, o que corresponde a 99% da meta.	Devem ser vacinadas crianças entre 6 meses e 5 anos de idade.	None
By 2007, antivirus solutions will carry a worldwide price tag of $4.4 billion--double that of five years earlier.	By 2007, antivirus solutions will carry a worldwide price tag double that of 2002: $4.4 billion.	Paraphrase
Sergio Ramos, Varane e Gareth Bale foram substituídos por causa de problemas físicos e já são dúvidas para o fim de semana.	Bale, Varane e Sergio Ramos foram substituídos por lesão.	None
However, it was recognized that an audit cannot create precision or certainty where such factors do not exist, as financial statements are not as precise as users may believe.	An audit cannot create precision or certainty where such factors do not exist.	Entailment
9 billion per year (again, in 1999 dollars with half as federal appropriations and half as private-sector cost share).	Again, in 1999 dollars with half as federal appropriations and half as private-sector cost share equaled 9 billion per year.	Entailment
Dentro da arca, havia três envelopes.	Roberto Justus orientou Douglas a abrir o primeiro envelope da arca.	None
HCFA did not discuss the proposed change in its analysis, but in the preamble to the proposed rule.	The proposed change can be found in the preamble.	Entailment
IRS Information  Weaknesses Increase Risk of Fraud and Impair Reliability of Management Information (GAO/AIMD-93-34, September 22, 1993)	IRS information weaknesses have been reported to increase the risk of fraud.	Entailment
E de um dos maiores ídolos da história do Flamengo, que chora a sua morte nesta segunda-feira.	Um dos grandes nomes da história do Flamengo morreu nesta segunda-feira, dia 22/06.	None
Although borrowing from abroad helped finance additional investment, consumption rose more than domestic investment during the 1980s.	The additional investments were financed at least in part by borrowing from abroad.	Entailment
1, realized gains do not count as personal income, but any taxes paid on such gains reduce disposable personal income and thus saving.	Gains don't count as personal income but the taxes paid on them reduce saving.	Entailment
The Departments of Labor and Health and Human Services performed an economic impact analysis on the effects of the interim rules.	The Departments of Labor and Health and Human Services concluded that the interim rules are too harsh.	None
The hospital where she is staying is being guarded by about a dozen undercover police and military intelligence officers.	The hospital has been guarded by more than a dozen undercover police and military intelligence officers, said officials.	Paraphrase
Are Randomized Experiments the Cadillacs of Design?	Random experiments are the best for design	Entailment
De acordo com a publicação, Cathriona foi encontrada morta pela polícia de Los Angeles em sua residência, na noite de segunda-feira (28).	Cathriona foi encontrada morta em sua casa, em Los Angeles, na noite de segunda-feira (28).	Entailment
Segundo a empresa, as músicas armazenadas no dispositivo Zune funcionarão normalmente.	O dispositivo Zune e todas músicas que o utilizador detém vão trabalhar normalmente.	Entailment
Right now we don't have any agency in the county willing to handle supervised custody visits, West said.	West suggested that some agencies should take up handling supervised custody visits.	None
Os primeiros a passar por lá foram Santiago, Romana e Carlos Costa.	Em conversa com Merche Romero, Romana admite que está apaixonada por Santiago.	None
Section 712(1) authorizes GAO to investigate all matters related to the receipt, disbursement, and use of public money, and there is no doubt that public money was used to fund the activities of the NEPDG.	GAO is authorized as the only body able to pass judgement.	None
appropriate cases, a firm price with fees or otherContract adjustments.	A firm price can include fees.	Entailment
As part of its funding agreement, the LSC requires property purchased with government funds be returned to the nonprofit corporation if a local agency loses its grant, Kleiman said.	If a grant is lost, the LSC requires any property bought with government money to be returned to the non-profit.	Entailment
Veio então agora a confirmar-se a saída de Jesualdo Ferreira do Zamalek, que fica desta forma sem clube.	Jesualdo Ferreira decidiu não continuar no Zamalek.	None
GAO's work, the Congress reduced the fiscal year 1999 military personnel budget for active and reserve forces by about $609 million without compromising overall readiness.	The congress reduced the military personnel budget without compromising readiness.	Entailment
Information security has become too important to handle on an ad hoc basis.	Information security is important.	Entailment
Moreover, the realignment will help us to enhance our longterm capacity by improving recruitment and retention; building a succession plan; focusing on emerging issues; and leveraging technology opportunities for improvements to clients, processes, and employees.	Long term capacity will be improved by the realignment.	Entailment
Ela alcançou 38 pontos, os mesmos do quarto colocado Flamengo, que entrará em campo no domingo.	Com 38 pontos, o clube ocupa a sexta colocação, três pontos atrás do Flamengo, quarto.	None
According to the Medicare Trustees' 2001 intermediate assumption, restoring the HI program's actuarial balance over the next 75 years would require a combination of reform options equal to 1.97 percent of taxable payroll.	There are several options for restoring the HI program's actuarial balance.	Entailment
As a result, agencies have become enormously dependent on these systems and data to support their operations.	Agencies cannot function properly without these systems and data.	Entailment
A bola bateu na trave, nas costas do goleiro e balançou as redes.	A bola ainda tocou na trave antes de morrer no fundo das redes.	Entailment
LSC uses census data to determine funding across the nation, and according to the census, the state's poverty population fell from an estimated 1.2 million in 1990 to an estimated 968,000 in 2000.	Census data determines LSC's funding across the nation.	Entailment
A emissora CBS identificou o atirador como Muhammad Youssef Abdulazeez, citando duas fontes de segurança.	Segundo informações da CBS, o suspeito morto foi identificado como Muhammad Youssef Abdulazeez.	None
Social Security Administration's Online Retirement	The Social Security Administration has online resources.	Entailment
LSC's work with NLADA continues on many fronts.	The work is pushing forward.	Entailment
B. Matters of Representation for Eligible Aliens	Representation for Aliens	Entailment
Thus, the basic questions that must be answered in crafting a mission statement-what is our purpose, what products and services must we deliver to meet that purpose, and how will that be done-will present a significant challenge for many agencies.	The basic questions that must be answered in crafting a mission statement-what is our purpose	Entailment
Os Portugal Festival Awards premeiam os festivais de música que se realizam em Portugal e distribuem-se por 18 categorias.	Em 2013, a primeira edição dos Portugal Festival Awards contou com 60 festivais de música.	None
FDA responds in the preamble to the final rule to several comments it received and maintains its conclusion that the rule does not have a negative impact.	FDA says the rule doesn't affect the body negatively.	None
The increased ammonia demand from a multipollutant rule is estimated to increase to about 1,040,000 tons per year by 2020.	Ammonia demand will increase three million tons a year by 2070.	None
Table 6-5 shows the production of crushed limestone sold or used by U.S. producers.	Limestone is used by U.S. companies.	Entailment
Após Buffy: A Caça-Vampiros, Nicholas Brendon também participou das séries Criminal Minds e Private Practice.	Nicholas Brendon enfrenta acusações de roubo, obstrução da respiração e dano criminal.	None
For Columns 5 though 8, the only amounts that change in lines 1  and  2, compared to columns 1 through 4, are outbound attributable cost and inbound revenue.	Columns 5 through 8 and all sharing the same color.	None
timeliness, VBA set a national target for property holding time-the average number of months from date of acquisition to date of sale of properties acquired due to defaults on VA guaranteed loans-of 10 months for fiscal year 2001.	VBA set a national target for property holding time	Entailment
It did not demonstrate design stability until about 3 years after it held its critical design review.	The design stability was in doubt during the 3 years.	None
For creditable coverage, the CBO estimate is $25 million for the first year and $100 million per year thereafter.	The CBO is the Congressional Budget Office and they handle the finances of the United States Congress.	None
The last year of CBO's projection period was 2011, permitting the calculation of calendar year values through 2010.	2011 was the last year of the projection period.	Entailment
The key to a commitment to pro bono, Lardent says, is a firm's stance on whether pro bono work counts internally as billable hours.	They still wanted to get some form of payment.	None
The woman had called the day before she was to be evicted from her apartment.	The woman was panicked when she called because she had nowhere to go.	None
But if our graduates don't do it, the millions of people who cannot access justice in this country will continue to soar.	Many people can't get legal help	Entailment
Over 40 invites attended.	Greater than 40 people attended.	Entailment
Este é o segundo ano em que os contribuintes podem usar o rascunho da declaração.	O rascunho do IRPF também ganhou mais funcionalidades em relação ao ano anterior.	None
the alternatives considered, and the costs and benefits of the alternative selected); and descriptions of how the agencies have complied with various rulemaking requirements (e.g.	The cost and benefit analysis is the most useful element criterion of the alternatives.	None
No entanto, a KIC 8462852 emitia um padrão luminoso inédito.	Mas a KIC 8462852 emitia um padrão de luz jamais visto.	Paraphrase
