premise	hypo	label
Mais uma atriz entrou na lista de candidatas à protagonista feminina de Star Wars: Episódio 8.	O lançamento de Star Wars 8 está marcado para 26 de maio de 2017.	None
"The momentum in the marketplace continues to shift in our direction," he said of his company, formerly named Caldera Systems.	"The momentum in the marketplace continues to shift in SCO's direction," said Darl McBride, SCO's president and CEO.	Paraphrase
Indians were removed from key positions in the administration because Cornwallis considered them not yet up to the stricter ethical standards that were being introduced.	Cornwallis considered Indians unfit for key administrative positions.	Entailment
Some have argued that Boorman, the director of Excalibur (1981) and Hope and Glory (1987), doesn't employ his extravagant visual gifts in The General , which is in black and white and isn't ostentatious in its mythic resonances.	Boorman won an Oscar for Excalibur.	None
The summit of Medici power is found in Michelangelo's superb New Sacristy (Sacrestia Nuova), a one-man show of his unparalleled talents that he worked on from 1521 1534.	Michelangelo created the New Sacristy in the 1500s.	Entailment
O presidente Renan Calheiros ressaltou que o Senado também cobra transparência de outras instituições.	Para Renan Calheiros, o Congresso tem feito a sua parte.	None
In addition, juries in both state and federal cases have become increasingly reluctant to impose the death penalty.	Juries in state and federal cases alike have also grown reluctant to impose the death penalty.	Paraphrase
Almihdhar and Alhazmi were aboard American Airlines Flight 77, which crashed into the Pentagon.	Both have been identified as some of the hijackers who flew American Airlines Flight 77 into the Pentagon.	Paraphrase
As big as it was, it couldn't hurt the Journal . How would the Podunk Banner have fared against a similar threat from the area Chevrolet dealer?	It couldn't hurt the Journal no matter how big it was.	Entailment
An Institution by Any Other Name ...	This institution has a name.	Entailment
A mouse, or some such, must have nibbled the wire through.	It looks like a rodent or something has nibbled through the wire.	Entailment
Pelo menos 27 pessoas morreram e 180 ficaram feridas, durante o enorme incêndio que surgiu após uma explosão na discoteca Club Colectiv.	À explosão, que ocorreu na discoteca Colectiv club, seguiu-se um incêndio de grandes dimensões.	Entailment
Os portugueses são dos que começam a fumar mais cedo na Europa e estão a fumar cada vez mais, o que é altamente preocupante.	Os jovens portugueses estão a fumar mais cedo, o que é altamente preocupante.	Entailment
Jorge Jesus e o Benfica não chegaram a acordo e o julgamento está marcado para junho do próximo ano.	O Benfica e o Jorge Jesus não conseguiram reconciliar-se.	Entailment
Entretanto, o requerimento aprovado no Senado prevê que não haverá sessões deliberativas entre 20 e 31 de julho.	O veto está no projeto aprovado pelo Senado, nesta quinta-feira (16).	None
Time 's City Boosters pays tribute to big-city mayors who've privatized services, challenged employee unions, and supported school vouchers.	The mayor works extremely hard to do a good job.	None
um how weird i don't know and they they do have a variety of topics my first one was the toughest it was something like discuss pollution	I do not know much about the topic of pollution.	None
I was a special patient.	I was a unique patient.	Entailment
A Record está mesmo animada com o sucesso da novela Os Dez Mandamentos.	As pragas continuam assolando o Egito em "Os Dez Mandamentos".	None
Os extremistas do Estado Islâmico mataram 907 soldados e milicianos das forças governamentais sírias, que haviam sido capturados.	Além disso, os extremistas do EI assassinaram 907 oficiais, soldados e milicianos das forças governamentais sírias.	Entailment
Indeed, compared to the prewar wealthy, the contemporary rich have no apparent class markers.	The contemporary rich have built an empire on being the children of prewar wealthy.	None
i said opposing viewpoints	I wanted opposing viewpoints so we could debate them.	None
Do you young people want lights, or do you enjoy the twilight? she asked.	She questioned young people's preferences on lights and twilight	Entailment
Last January the Postal Service proposed an array of rate increases designed to generate an additional $2.	With the goal of generating an additional $2 the Postal Service suggested an array of rate increases and the establishment of a VIP service.	None
However, official statistics published this week showed a surprise 0.6 per cent fall in manufacturing output in August.	The ONS this week reported a surprise 0.6 per cent fall in manufacturing output in August.	Paraphrase
OSHA conducted an economic analysis of the costs and benefits of the final respiratory protection rule.	OSHA did an analysis but found that it benefitted people with respiratory problems.	None
Take the funicular railway from the Place Saint-Jean up to the top of the hill and walk down the Chemin du Rosaire, which gives spectacular views of the town below.	The trip involves a few simple steps, involving a a railway and a walk down a hill.	Entailment
Oscar Pistorius foi condenado a cinco anos de prisão por ter matado a namorada.	Oscar Pistorius será libertado a 20 de Outubro, terça-feira, e ficará em prisão domiciliária.	None
North she would be captured by the Eye.	The Eye was a threat to the North.	Entailment
O Tumblr tem versão móvel para Android, iOS e Windows e versão desktop.	A funcionalidade vai estar disponível nas apps para iOS e Android e também na versão desktop do site.	None
Farther south in Crete, the Minoan culture developed after 2000 b.c. into the most significant of its age, spreading its influence throughout the region by trade and diplomacy.	The Minoan culture developed after 2000 BC.	Entailment
Schneiderlin, Herrera e Rooney marcaram os gols do triunfo.	Schneiderlin interceptou o passe do zagueiro, encontrou Herrera que enfiou para Rooney.	None
Jorge Luiz de Oliveira já tinha cumprido quase 19 anos de cadeia, por dois assassinatos.	Ele já havia ficado preso por 19 anos, por dois assassinatos.	Entailment
Na comparação em cadeia (face ao mês anterior) a taxa de desemprego subiu apenas em quatro países.	Na comparação com o mês anterior, a taxa de desemprego estabilizou na generalidade do espaço europeu.	None
Moore was expected to be discharged from the hospital Thursday or Friday, according to Jackie Green, a spokeswoman for the show's press agent.	The English star was expected to be discharged from the hospital soon, said Jackie Green, a spokeswoman for the show's press agent.	Paraphrase
Não sei se a saída dele foi o melhor para todos, isso é algo que só ele pode responder.	Não sei se foi o melhor, isso deve ser ele a dizer.	Entailment
Analyzing Postal Service accounts for depreciation, fuel, and maintenance for city delivery carriers, we have estimated the average city delivery vehicle cost per route.	Driving cost estimates can be averaged will sufficient data.	None
He also noted that any such upgrade would be a large and expensive effort, and that it was unclear when, if ever, hypertext links could be added to the Federal Register.	Ugrades are a headache.	None
Em uma segunda palestra, Nadella focou em cloud computing e Microsoft Azure.	Durante a palestra, Nadella conversou com empreendedores brasileiros.	None
oh just to see just just to check on a lab	To see and check the lab.	Entailment
Esta semana ficaram a nomeações Luna, Marta Cruz, Merche Romero e Romana.	Romana, Merche Romero, Marta Cruz e Luna estão em risco de abandonar o programa.	None
Chief Financial Officers (CFO) Act of 1990 (Public Law 101-576) provides a framework for improving federal government financial systems.	The legal framework provided by the CFO Act 1990 is the first of its kind concerning federal government financial systems.	None
SAN Architect and AutoAdvice can be used by themselves or as extensions to the ControlCenter family of storage management applications.	SAN Architect and AutoAdvice can be used as stand-alone applications or as an extension to EMC's ControlCenter applications.	Paraphrase
Joana Fomm lembra que toma antidepressivos desde o nascimento do filho Gabriel Gouveia, hoje com 40 anos.	Joana Fomm toma antidepressivos desde que seu filho nasceu.	Entailment
She compiles the emails into different messages and distributes them to lawyers in her firm, who volunteer, sometimes via email, to take the cases.	She emails them to several lawyers who sometimes volunteer to take the cases.	Entailment
Cristiano tinha 29 anos e vai ser velado nesta tarde no Centro Cultural Oscar Niemeyer, em Goiânia.	Cristiano Araújo tinha 29 anos, era natural de Goiânia e tinha dois filhos.	None
Amount does not include revenue forgone as a result of tax-deferral on investment income.	Amount doesn't include revenue ignored as a result of tax deferral on investment income	Entailment
In fact, Tutmosis II tried to remove all traces of her at Luxor and Karnak when he finally became Pharaoh following her death, but this does not spoil the formidable architectural achievement of the temple itself.	She was Tutmosis II's vengeful lover.	None
We are certainly that.'	That is certainly true but we are trying to change it.	None
there, choose Washington Post (under News Agency).	Pick the Washington Post	Entailment
Built in approximately 1140 in a spare, unornamented style that combines Frankish Romanesque with local traditions, the church was turned into an Islamic seminary after 1187, when the Crusaders lost Jerusalem.	The Crusaders gave up the church as part of a treaty.	None
and uh it's strangely enough it's almost like the law of averages catches you on the following year	It's almost like the following year is when the law of averages gets you.	Entailment
Eu deixei de fumar há 15 anos, depois de ter um desmaio durante o trabalho na roça.	Alex de Paula, 25 anos, começou a fumar aos 16 anos.	None
O governo acredita que pode ser o grupo militante curdo PKK, o EI ou uma organização radical de esquerda.	O ataque visou militantes de partidos, sindicatos e organizações não-governamentais de esquerda, próximos da causa curda.	None
Rate and service adjustments agreed upon by the Postal Service and mailers are legally authorized if three conditions are	There are conditions that need to be met for rate and service adjustments.	None
Noyers is a fortified medieval village with 16 towers in its ramparts.	Noyers has more than 10 towers in its ramparts.	Entailment
One day, soon perhaps, the public will have to stop gaping at the ability of Boris Yeltsin 'to be good at times of crisis.	Boris Yeltsin was a quick thinker.	None
We recognize that firms are being called upon to do not just this [loan forgiveness] but many other charitable things.	The firms being called upon are recognized by us.	Entailment
Spiritual preoccupations turned away from the world's few joys and woes in the present, to mystic contemplation of the ineffable hereafter.	There are luxurious homes near the shore in plantation style that commonly  come with hot tubs and covered porches,	Entailment
Business groups and border cities have raised concerns that US-VISIT will mean longer waits to cross borders and will hurt commerce.	Business groups and border cities have raised concerns that US-VISIT will mean longer lines that will damage cross-border commerce.	Paraphrase
i guess the the problem with that is there's no true authority in any kind of international verdicts	I guess the problem has come to light with increasing globalization.	None
Beyond 3a, less attractive customers and relatively more difficult mail would begin to convert to presort.	The less attractive customers are not likely to spend a lot of money.	None
Falcão evitou dar um panorama sobre a atual situação do Sport no Brasileiro.	Falcão chega com a missão de reerguer o Sport no Campeonato Brasileiro.	None
it was between six and eight inches here where we are	It was between six and eight inches here.	Entailment
O atacante Neymar está fora da Copa América, que está sendo disputada no Chile.	O destino de Neymar na Copa América será completamente definido nos próximos dias.	None
by arranging for different family reunions and class reunions all over the country yeah i always thought that would be kind of might be kind of fun you know especially with a class reunion where	I really look forward to class reunions.	Entailment
A «Fúria Azul», claque do Belenenses, decidiu suspender o apoio organizado à equipa profissional de futebol.	A claque Fúria Azul suspendeu o apoio à equipa de futebol.	Entailment
We have already found two trailers, both of which we believe were used for the manufacture of biological weapons.	We have already found two trailers that we and the Americans believe were used for chemical and biological weapons."	Paraphrase
they don't kill them no they've taken and they're all like um like nine anywhere from nine to twelve years old i think is what they've been	They don't kill them, they take them.	Entailment
Em julho, foram registrados 274 homicídios, o que representa 9,25 homicídios a cada 100 mil habitantes.	No mês anterior, a marca foi de 9,38 homicídios para cada 100 mil habitantes.	None
A Standard and Poor's rebaixou também o rating da Eletrobras com perspectiva negativa.	O rating em escala nacional da empresa foi mantido e a perspectiva revisada para negativa.	None
Não tem a técnica de Brahimi, mas é um artilheiro com todas as qualidades para chegar longe.	Brahimi é um jogador excecional graças à sua grande técnica.	None
But it is well worth a visit to the top (a short hike from the bus stop) to peer down into the bleak, barren crater emitting puffs of sulfurous fumes and contrasting starkly with the colorful vegetation all around it.	The top of the area has a beautiful scenery.	None
Conclusões de estudo revelam ainda consumo de tabaco e drogas.	Uma grande parte teve também associado o consumo de tabaco e drogas.	None
'You want me to flush him out of hiding.'	You want to make him come out and how himself.	Entailment
RECOGNIZE - To determine the amount, timing, classification, and other conditions precedent to the acceptance and entry of a transaction.	Duly noting the factors inherent in the ledger item.	Entailment
Fechados há três semanas, os bancos gregos reabriram na manhã desta segunda-feira.	Os bancos gregos reabriram as portas três semanas depois de terem fechado.	None
O início de Alexander Rossi na Fórmula 1 foi com o pé esquerdo.	Estreante como titular da Manor, Alexander Rossi mostrou que a falta de experiência ainda pesa na Fórmula 1.	None
Today, analysts say, UN members can no longer ignore the shifts since the September 11 2001 attacks.	On Wednesday, analysts say, UN members can no longer ignore the shifts since the attacks in the US of September 11 2001.	Paraphrase
'Guerra dos Tronos' foi a série que mais se destacou nos Emmys, tendo sido aquela que mais prémios arrecadou.	A Guerra dos Tronos não será uma série para se esquecer.	None
A equipe de Mourinho tentou responder.	Por isso o técnico José Mourinho foi questionado.	None
A mensagem 306/2015 foi publicada no Diário Oficial da União de hoje.	Indicação para PGR foi publicada nesta terça-feira (11) no Diário Oficial.	None
They're steeped in a culture that honors power and conflict, yet plainly don't yet have the physiques to match the myth.	Their Japanese culture is concerned with honor.	None
When Norm called in June to ask if I would participate in an R2000-1 postmortem conference, I agreed on the condition that (1) I speak before Gene and (2) that I not be subjected to Florida's erratic weather.	Norm asked if I would go to the conference in Texas.	None
O advogado João Araújo recorre da prisão preventiva de José Sócrates, considerando que tem "muito bons fundamentos".	O ex-motorista de José Sócrates João Perna, em prisão preventiva desde novembro, passa a prisão domiciliária.	None
Trading in Loral was halted yesterday; the shares closed on Monday at $3.01.	The New York Stock Exchange suspended trading yesterday in Loral, which closed at $3.01 Friday.	Paraphrase
but yet you would still respond to everything in a very you know negative way you know it's like do this why you know	You would be sour about it.	None
The waters of the Algarve provide some of the best big-game fishing in Europe.	Some of the best big-game fishing in Europe is found off the coast of Algarve.	Entailment
Postal Service's domestic rates for First-Class and Priority Mail to the inbound mail distribution described above.	Usps domestic rates for priority and first class mail ate described above.	Entailment
Whatever the merits of this idea--and there are some--it does not address the problem at hand.	The idea should be improved to address the problem.	None
Christmas time is especially popular here when pilgrims come to admire relics of the holy crib from Beth?­lehem.	Approximately one thousand pilgrims visit this place every year.	None
Doris Brasher, who owns a grocery store near the police station, said many in the close-knit town knew the men who were killed.	Doris Brasher, who owns a grocery store on Highway 96, said many in the close-knit town knew the three men who were killed.	Paraphrase
Reduziu de 1,2% para 0,15% a meta de superávit primário deste ano.	Ministro da Fazenda explica redução da meta de superávit primário para este ano.	None
From the beginning, Las Vegas was built to serve travelers.	Las vegas was built to serve travelers.	Entailment
The interim rule, to conform the regulations to a recent United States Supreme Court decision (Brown v.	The rule requires schools to adopt student uniform regulations.	None
A nota de crédito da empresa foi rebaixada nesta quinta-feira (10) pela Standard & Poors.	A agência ainda não divulgou nota explicando as razões do rebaixamento.	None
Christiane Pelajo, 44, está deixando o "Jornal da Globo".	Christiane Pelajo irá se dedicar agora a um novo projeto.	None
well we have a similar um radio station here and because of the uh people i guess being pressured to have advertisers you know a lot of the stations have to have advertisers they kind of like	We have a radio station here that have similar advertisers.	Entailment
That went quick, he already had a tried and true mix of additives, preservatives, and stabilizers ready, which had always worked just fine.	That was quick since he always had on hand all of the ingredients that he has used with success in the past.	Entailment
This temple, too, has Buddhist prayer wheels around it, worn shiny by the hands of the devout.	The Buddhist prayer wheels are shined by many hands of the devout.	None
I thank you for the opportunity to work with you to continue that great tradition.	The tradition has been happening for many years.	None
Follow the main road inland past the island's lone petrol (gasoline) station (which is closed after dark! )	The gas station is closed after dark on weekdays.	None
Under such a rate structure, letter-size pieces have a lower rate than flat-size pieces.	Letter-size pieces are rated lower than flat ones, according to the rate structure.	Entailment
He says that "this is a time when we priests need to be renewing our pledge to celibacy, not questioning it.	"This is the time we priests need to be renewing our pledge to celibacy, not questioning it," he wrote.	Paraphrase
For example, FHWA set a performance expectation for senior executives to develop strategies to achieve FHWA's strategic objectives and performance goals.	Senior executives are expected to create strategies for achieving company objectives and goals.	Entailment
"We make no apologies for finding every legal way possible to protect the American public from further terrorist attacks," said Barbara Comstock, Ashcroft's press secretary.	"We make no apologies for finding every legal way possible to protect the American public from further terrorist attack," said Barbara Comstock, Justice Department spokeswoman.	Paraphrase
Koontz uh his last name ends in a Z i know that	I have trouble remembering how to spell Koontz.	None
There's also a flaw that results because IE does not implement an appropriate block on a file download dialog box.	The second vulnerability is a result of IE not implementing a block on a file download dialog box.	Paraphrase
A lei não foi sancionada nem votada ainda.	Temos certeza que o governador vai ter a decência de sancionar a lei.	None
Then you know where she is?	Then you have been in touch with her?	None
At its heart is the grand sloping fan-shaped Piazza del Campo, site of the old Roman forum and arena of the town's world-famous annual Palio horse race.	The forum is the largest preserved Roman forum.	None
Treasury prices rose slightly, sending the 10-year note yield down to 4.38 percent from 4.39 percent late Friday.	Treasury prices gained for the third day in a row, pushing the 10-year note yield down to 4.35 percent from 4.36 percent late Monday.	Paraphrase
On Cultural  The Wilson-Brustein Discussion , moderated by Anna Deavere Smith (Town Hall, New York).	The debate was held in New York.	Entailment
All her friends spoke of her as Rita.	Her friends called her Rita because it is short for Margarita.	None
É difícil encontrar uma explicação, mas asseguro: estou a trabalhar como ninguém e não vou sair.	Mas posso assegurar: estou a trabalhar como nunca e não vou sair sair daqui.	Entailment
My name is Benjamin Franklin.	He is named Benjamin Franklin.	Entailment
Em março, o Governo Central registrou um superávit primário de R$ 1,46 bilhão.	O superávit primário é a economia pública para o pagamento dos juros da dívida.	None
On May 31 and June 1, 2001, approximately fifty equal justice advocates gathered in Washington, DC for LSC's and NLADA's first national conference on diversity in the legal services community.	The advocates considered this the most important conference of the year.	None
At least 61 people were killed and dozens injured across Afghanistan yesterday in the worst outbreak of violence for more than a year.	Sixty-one people were killed and dozens wounded in outbreaks of violence across Afghanistan in the troubled country's bloodiest 24 hours in more than a year, officials said Wednesday.	Paraphrase
Couldn't let you know before at the pace you were going.	I couldn't tell you before, given how fast you were going.	Entailment
Bennett told Newsweek that "over 10 years, I'd say I've come out pretty close to even."	"Over 10 years, I'd say I've come out pretty close to even," he said.	Paraphrase
an even even if it's just a little bit yeah	Even if there is nearly nothing.	None
Dotson admitted to FBI agents that he shot Dennehy in the head "because Patrick had tried to shoot him," according to an arrest warrant released Tuesday.	According to an arrest warrant released Tuesday, Dotson admitted to FBI agents that he shot Dennehy in the head "because Patrick had tried to shoot him."	Paraphrase
Os turcos conseguiram o empate e escaparam da repescagem na última oportunidade.	Os turcos escaparam da repescagem de última hora.	Entailment
The western end of George Street begins at Charlotte Square, originally named St. George's Square after the patron saint of England (mirroring St. Andrew's Square at the street's eastern end, which was named for the patron saint of Scotland).	The name was changed to Charlotte square due to popular demand.	None
Chapman was not immediately arrested and is expected to appear for arraignment July 3.	Mr. Chapman, who hasn't been arrested, is expected to appear for arraignment next Thursday, prosecutors said.	Paraphrase
It will even out in a day or so.	It'll be alright in a day or two.	Entailment
Telemarketers who call listed numbers could face FCC fines of up to $120,000.	Telemarketers who call numbers on the list after Oct. 1 could face fines of up to $11,000 per call.	Paraphrase
For centuries it has been called the Echizen region, and that culturally significant name has definitely stuck.	The region is called the Echizen region.	Entailment
Why, of course.	I'll certainly show you my horse.	None
Newsweek 's Jeff Giles calls it a hokey tragic romance and Entertainment Weekly 's Vanessa Friedman says it reads like a high school essay--'write the story as if you were Charlotte Bronta.	To Jeff Giles, last month, it was a hockey tragic romance.	None
Tim Cook mandou hoje um email ao Staff da Apple para relembrar o quarto aniversário da morte de Steve Jobs.	Assinalam-se hoje quatro anos desde que Steve Jobs nos deixou.	Entailment
Paulo Freitas do Amaral expulso de A Quinta é o resultado da primeira noite de expulsão do reality show da TVI.	Paulo Freitas do Amaral foi o primeiro expulso do reality show da TVI, “A Quinta“.	Entailment
oh that's quite reasonable	That's a fair price for the work	Entailment
CELF said IBM is pursuing membership and plans to be an active participant in the forum.	IBM is pursuing membership and plans to be an active participant in the CELF, according to various members of CELF.	Paraphrase
No adult ever played with Ninja Turtles or Power Rangers.	Power Rangers and Ninja Turtles have never been played by an adult.	Entailment
Klayman is described in such terms as controversial legal gadfly.	Klayman brings up controversial questions which hope to bring mayhem in the court room.	None
The SPAN  A Guide to Legal Services Planning.	The SPAN A guide is a guide used for legal service planning.	Entailment
In 2002, the chairman of the Senate Judiciary Committee took in $18,009 from moonlighting as a songwriter, according to his latest Senate financial disclosure.	In 2002, Senator Trapdoor took in $18,009 from moonlighting as a songwriter, according to his latest Senate financial disclosure.	Paraphrase
O'Keefe declined to discuss whether such photos from spy satellites might have been able to detect the small crack in the wing.	O'Keefe declined to discuss whether such photos would have enough resolution to detect small cracks in the wing panels.	Paraphrase
A transmissão do desfile em televisão está reservada para 8 de dezembro, através do canal CBS.	A transmissão televisiva do evento só ocorrerá no dia 8 de Dezembro no canal CBS.	Entailment
but uh yeah they they really i think they hurt the sport this year with all that controversy over that locker room incident with uh with uh all that the reporter and stuff and	If the reporters hadn't been there, the incident would not have taken place.	None
Barry described two intervention trials among older adults in primary care.	The two interventions were very different, with one successful and one not.	None
Antes do intervalo, Ben Haim acertou Diego Costa em lance sem a bola e foi expulso.	Tal Ben Haim disputou a bola com Diego Costa e deixou a mão no rosto do adversário.	None
"The message is: If an individual is thinking of getting a flu shot, they shouldn't wait.	"The message to the public is: If you are thinking of getting a flu shot, don't wait any longer," he said. "	Paraphrase
Indicators of success -- Our senior management includes more women, gays, lesbians, people of color, older people and people with disabilities.	There are no younger people in senior management.	None
Each local ironic effect has to be placed precisely	Each local area has a specialty dish that is available at every coffee shop.	None
Carrey, de 53 anos, namorou com White em 2012.	Recorde-se que Jim Carrey e Cathriona White começaram a namorar em 2012.	None
yeah oh and still are	Still are.	Entailment
However, the requirements now found at section 3(b)(2)(A), (D), and (E) were similarly included in the previous version of the Executive Order and it appears that the Department meets those requirements.	The Executive Order has caused the change in requirements.	None
Somando os valores, o lucro total da instituição chega a R$ 81,6 bilhões.	Neste caso, o aumento foi de R$ 49,2 bilhões.	None
Para a sexta-feira (25) a mínima prevista é de 22ºC e a máxima de 37ºC.	Nesta sexta-feira, segundo o Inmet, a temperatura deve variar entre 19ºC e 34ºC.	None
I had seen very little of him for some years.	I did not see him much for quite a few years.	Entailment
The original village is built around an imposing 18th-century church, while the new Canico de Baixa is a sprawling proliferation of smart holiday homes visible from afar.	The village was built around an 18th century church.	Entailment
How often do you feel downhearted and blue?	Do you feel depressed every day?	None
Ramsés brinda com a família comemorando a captura da mãe de Moisés.	Moisés diz para Joquebede que pretende buscar sua família em Midiã.	None
I came across a man in Belgium once, a 9 very famous detective, and he quite inflamed me.	I met a famous detective in Belgium who angered me.	Entailment
A eles vai juntar-se o outro filho de 18 anos que já estava em Munique, na Alemanha.	No último sábado, pai e filho chegaram a Munique.	None
Pelos Toluca, Wilder fez quatro gols nas 18 partidas que disputou.	Disputou 18 jogos, foi titular em sete oportunidades e marcou quatro gols.	None
A apresentadora da SIC Carolina Patrocínio e o jogador de râguebi Gonçalo Uva aguardam o nascimento do seu segundo filho.	Carolina Patrocínio e Gonçalo Uva vão ser pais pela segunda vez.	Entailment
This is the most immediately available policy to protect patients with federal confidentiality regulations and alleviate legitimate concerns about the right to privacy.	This is the most common sense policy to protect patients and alleviate legitimate concerns about the right to privacy.	None
Mr Adams, managing director, will become chief executive on January 1.	Paul Adams, BAT managing director, will take over as chief executive in January.	Paraphrase
O domingo (20) em Santa Catarina deve ser de sol entre nuvens na maioria das regiões.	As demais regiões têm previsão de tempo seco com sol e nuvens.	None
Tibco has used the Rendezvous name since 1994 for several of its technology products, according to the Palo Alto, California company.	Tibco has used the Rendezvous name since 1994 for several of its technology products, it said.	Paraphrase
A New Xbox One Experience vai também incluir a famosa retrocompatibilidade com os jogos da Xbox 360.	O NXOE também introduz o DirectX 12 ao sistema do Xbox One.	None
O Festival do Rio acontece de 1 a 14 de outubro.	Segundo um dos diretores do Festival do Rio, Marcos Didonê, 25 filmes disputam o Prêmio Felix.	None
Does it matter?	Is it something that matters?	Entailment
Cerca de 10% da Grande Muralha da China já desapareceu.	Em 2006, a China estabeleceu regulamentos para a proteção da Grande Muralha.	None
Dia a dia vamos poder avaliar a evolução das intenções de voto em cada um dos partidos e a tendência dos indecisos.	A evolução das intenções dos indecisos será determinante para o resultado final.	None
Today in the US, the book - kept under wraps by its publishers, G. P. Putnam's Sons, since its inception - will appear in bookstores.	Tomorrow the book, kept under wraps by G. P. Putnam's Sons since its inception, will appear in bookstores.	Paraphrase
It will be at Barneys downtown.	The things will be downtown at Barneys.	Entailment
O nervosismo na banca deve-se também ao aproximar dos testes de stress do Banco Central Europeu marcados para novembro.	O Novo Banco está a ser sujeito a um teste de stress por parte do Banco Central Europeu.	None
Napoleon Bonaparte, with his seductive ideas of Italian  independence,  was welcomed after driving out the Austrians and Spanish in 1797.	50,000 Italian lives were lost in the eviction of the Austrians.	None
What we have to look at is what the facts are (DeWine).	The facts are all we have to look at.	None
É nesse período que José Vilhena mais brilha, considera Rui Zink.	O humor impresso de sátira em Portugal deve-se a José Vilhena.	None
If the method is highly susceptible to this kind of internal change, the appropriate scope for case studies should be examined.	If the method is susceptible to massive internal change, the scope of case studies should be looked at.	None
Os bilhetes estarão à venda a 19 de setembro a preços entre os 35 e os 50 euros.	Os bilhetes estão à venda a partir do próximo dia 19 de setembro.	Entailment
Foi realizada perícia no local e imagens de câmeras de segurança estão sendo solicitadas.	Imagens de câmeras de segurança instaladas na região podem ajudar os agentes.	None
Let the cost be what it may." And with these words, she walked firmly out of the room.	She would solve the mystery no matter what the price was.	None
Na lateral esquerda, Egídio pode ser substituído por Rafael Marques.	Na lateral esquerda, Egídio corre risco de perder a posição.	Entailment
We would be obliged to give evidence at any army hearing, Captain.	There are army hearings.	Entailment
I was with her two years."	I accompanied her over a span of two years.	Entailment
it's one of those things that all looks good on paper but putting it into reality is a whole different ball game	It looks nice and neat on paper but putting in action is not the same.	Entailment
O Fado induz "nostalgia e tristeza", emoções que fortalecem o sentido de comunidade e a sensação de catarse.	Os resultados sugerem que o Fado induz principalmente nostalgia e tristeza.	None
"We do not want to stand by and let a credit card lynching take place," declared Rep. Major Owens (D-Brooklyn).	"We don't want to stand by and see a credit card lynching take place," he said.	Paraphrase
O câmbio PowerShift de seis marchas e dupla embreagem é opcional nesta versão, por R$ 63.290.	A única diferença fica por conta do câmbio automatizado de dupla embreagem e seis velocidades.	None
Peter Maas--one s, not two--has a career's worth of books under his belt, and he's famous.	Take care to correctly spell the author Peter Maas' name with two a's and one s.	Entailment
At the height of the summer swelter in July and August is O-bon, a colorful and joyous national Buddhist festival honoring the spirits of deceased ancestors.	July and August are the hottest months.	Entailment
Padilla said the organization plans to keep raising money locally to help pay the mortgage.	The organization helps people pay mortgages.	Entailment
uh the the line what i waited maybe ten minutes in line it was it was uh a minor inconvenience it was certainly worth it to me i think	I would have been willing to wait an additional five minutes in the line.	None
And when a man is familiar with the general routine of a place, he can guess a sight too much and too close just by watching the comings and goings.	You can become familiar with a man's routine if you just watch for a while.	Entailment
That ought to be the standard — not how many people sign up," he said.	"That ought to be the standard, not how many people actually signed up," Mr. Rule told the judge.	Paraphrase
His mind threatened to blank out with each step, but he forced himself on.	He forced himself on because he did not want to stay there.	None
The quincentennial anniversary celebrating his 1492 voyage saw the city's historical port undergo a face-lift, and the addition of the Aquarium, the largest in Europe, a must-see for visitors with children.	The aquarium is the biggest in all of Europe and was added on the quincentennial anniversary.	Entailment
Após acordo, presidência da comissão ficará com PMDB e relatoria, com PR.	Acrescentou que a relatoria desta comissão ficaria nas mãos do PMDB.	None
Alternatively, it can be considered a lower bound on the stand-alone cost of city delivery.	The stand alone cost of city delivery is lower bound.	None
They don't seem to have the damage they claim they have, and they're bragging about it.	They're exaggerating the damage they received during the storm.	None
O Corpo de Bombeiros não informou para onde foram as outras vítimas.	Três pessoas morreram no local, de acordo com o Corpo de Bombeiros.	None
Otherwise--Well, I guess I can do it on my own.	I suppose I can do it alone.	Entailment
A interminável (e lucrativa) saga "Velozes e Furiosos" está perto de chegar ao fim.	Os fãs da saga Velozes & Furiosos são os melhores do mundo.	None
Then she came again.	She returned to the home.	None
In May, Mr. Hatfill said he was struck by a vehicle being driven by an FBI employee who was tailing him in Georgetown.	Last May, Hatfill was struck by a vehicle being driven by an FBI employee who was tailing him in Washington's Georgetown neighborhood.	Paraphrase
Uma centena de restaurantes em Lisboa (76) e no Porto (24) aderem, em simultâneo, à Restaurant Week.	Até dia 1 de novembro tem ainda 97 restaurantes para aproveitar a Restaurant Week.	None
Um contrato com os organizadores da Florida Cup garante ao clube prioridade de participação na competição até 2019.	Os organizadores da Florida Cup divulgaram nesta quarta-feira a tabela de jogos da competição.	None
122 "Haven't you heard?"	Have you heard?	Entailment
(For instance, if you're a presidential candidate and are asked if you have ever smoked marijuana, and you have, but only in England, you might reply that you have broken no state laws.)	A presidential candidate could have broken some laws.	None
SOUTHWEST	The direction southward and westward of here.	Entailment
As previously noted, GAO follows modified protocols for testimonies, which are described separately in the section of this document entitled Testimony.	Rules include no incidents or decrease in efficiency.	None
Eles têm de dividir a convocação com todos os outros marmitões, que também trabalham duro.	Eles tem que dividir os gols e a convocação com todo o elenco.	None
Be it enacted by the Senate and House of Representatives of the United States in Congress assembled,	US Senators and Congressmen assembled and enacted and signed the bill	None
