premise	hypo	label
33 A worker earning up to $12,500 was to receive a two-to-one (200 percent) match on the first $100 contributed each year and a one-to-one match (100 percent) on additional contributions.	Workers earning up to $12,500 would receive matching funds on their contributions.	Entailment
A nova descoberta foi batizada como Kepler 452b, em referência ao telescópio Kepler, que o encontrou.	O Kepler 452b é 60% maior que a Terra.	None
World economic leaders hailed signs of a global revival on Tuesday but agreed it had to be handled with care to prevent any setback.	DUBAI, SEPTEMBER 23:  The world economic leaders hailed on Tuesday signs of a global revival but agreed it had to be handled with care to prevent any setback.	Paraphrase
She told Murray, "We ... we have ... the fresh air is going down fast!"	"The fresh air is going down fast!" she screamed at Murray.	Paraphrase
Memorandum to Jim DeMocker, Office of Air and Radiation, Office of Policy Analysis and Review, US Environmental Protection Agency, June 27.	Jim DeMocker was part of the US Environmental Protection Agency on June 27.	Entailment
O Vasco não vencia o Flamengo no Campeonato Brasileiro desde 2006.	A epopeia do Vasco em busca da primeira vitória no Campeonato Brasileiro acabou.	None
Evacuation went smoothly, although passengers weren't told what was going on, Hunt said.	Passengers were evacuated smoothly, although they were not told what was going on, he said.	Paraphrase
This site includes a list of ITRB's members, events, publications, and related links.	List of ITRB's members, events, publications, and links are included on the site.	Entailment
De janeiro a julho de 2015, a PRF registrou 1.829 acidentes, com 1.838 feridos e 97 mortos.	Em 2014, foram registrados 1.540 acidentes, que deixaram 1.547 pessoas feridas e 152 mortes.	None
Ela veio aos 17 minutos, mas Roberto Fernández, dentro da área, chutou por cima.	Juninho recebeu dentro da área e exigiu grande defesa de Roberto Fernández.	None
Tim Cook mandou hoje um email ao Staff da Apple para relembrar o quarto aniversário da morte de Steve Jobs.	Assinalam-se hoje quatro anos desde que Steve Jobs nos deixou.	Entailment
The company is highlighting the addition of .NET and J2EE support to its Enterprise Application Environment (EAE) with the new mainframe.	The company is also adding .Net and J2EE support to its Enterprise Application Environment development toolset, Sapp said.	Paraphrase
The intelligence service, headed by Fujimori's spy chief, Vladimiro Montesinos, was accused of torture, drug trafficking and disappearances.	The head of the intelligence service under Mr. Fujimori, Vladimiro Montesinos, was accused of tortures and disappearances.	Paraphrase
O técnico René Simões deixou o comando técnico do Figueirense após a derrota na noite desta última quarta-feira.	A derrota para o Avaí no clássico do Estádio Orlando Scarpelli derrubou René Simões no comando técnico do Figueirense.	None
A Day of Service occurs on the day before the opening of a national conference.	Before the opening Day of service will occur.	Entailment
In addition, some organizations used e-mail to communicate less sensitive information to the entire membership.	In addition to this some organizations used e-mail to communicate non-sensitive information to their memberships.	Entailment
The Production Index rose by 1.4 percentage points from 51.5 percent in May to 52.9 percent in June.	The production index rose to 52.9 percent from 51.5 percent in May.	Paraphrase
"Prime Minister Abbas, we are facing a new opportunity today, a better future for both peoples," Israeli Prime Minister Ariel Sharon said after Tuesday's meeting.	"Prime Minister Abbas, we are facing a new opportunity today, a better future for both peoples," Mr Sharon said.	Paraphrase
But in Palestine, her rural neighbourhood 225 miles west of Washington, residents had nothing but praise for Pte Lynch.	In Palestine, a rural neighborhood 225 miles west of Washington, residents had effusive praise for Lynch.	Paraphrase
The preamble to the final rule discusses the response of the Department to the comments.	The introduction to the last rule relates the Department's response to the comments.	Entailment
This initiative was specifically designed to bring together executive leadership from newly created statewide LSC-funded programs and the experienced leadership of the more historical statewide programs.	It is supposed to bring leadership from two different programs together.	Entailment
Há 16 anos o Congresso Nacional não aprecia as contas do governo federal.	O TCU é um órgão de apoio ao Congresso Nacional.	None
In an Aug. 21 letter to NLAP board chairman Gerald A. Kaynard, LSC president John N. Erlenborn  If NLAP fails to effectuate these transfers by Aug. 31, LSC will take all necessary steps to protect its interest in these properties.	LSC President John N. Erlenborn wrote a letter to Gerald A. Kaynard.	Entailment
Mourinho é quem melhor pode gerir o problema, pois conhece a situação e a condição dos jogadores.	Mourinho é a melhor pessoa para lidar com isto porque ele conhece o problema e as condições dos jogadores.	Paraphrase
A Petrobras não quis se pronunciar porque ainda não foi notificada.	Em nota, a Petrobras informou que ainda não foi intimada da decisão judicial.	None
Second, attracting and ultimately keeping a highly qualified and motivated workforce involves providing meaningful career opportunities, such as the opportunity to	Meaningful career opportunities are essential to obtaining and retaining a worthwhile workforce.	Entailment
O União da Madeira nunca venceu o Benfica para a 1.ª Liga.	O União da Madeira, recém-promovido à Primeira Liga, recebe este domingo o Benfica, bi-campeão nacional.	None
Nico Fagundes foi um dos mais respeitados estudiosos da cultura gaúcha.	Na ocasião, Ernesto, Bagre Fagundes e Shana Müller cantaram clássicos de Nico.	None
Passos diz que a notícia sobre as contas da Parvalorem foi publicada devido à campanha eleitoral.	Para Passos, a notícia sobre as contas da Parvalorem justifica-se por se estar em campanha eleitoral.	Paraphrase
Cada chave da competição será composta por quatro equipes.	Se classificam os campeões de cada chave e o melhor segundo colocado.	None
That issue, although decided by the Second Circuit, was not included within the question on which certiorari was granted, and, as the Court points out, was not briefed or argued here.	The Second Circuit made the decision in the end.	Entailment
The rule contains information collection requirements which will allow EPA to determine that detergent additives which are effective in controlling deposits are used and that emission control goals are realized.	The rule has data collection requirements which aid the EPA to realize their emission control goals.	Entailment
Thompson ordered Moore to remove the monument within 30 days, but stayed that order pending Moore's appeal to the 11th U.S. Circuit Court of Appeals.	On Dec. 19, he gave Moore 15 days to remove it, but a week later stayed his order pending Moore's appeal to the 11th U.S. Circuit Court of Appeals.	Paraphrase
Drug developer Inspire Pharmaceuticals Inc. ISPH.O tumbled $2.17, or 13.4 percent, to $13.98.	Drug developer Inspire Pharmaceuticals Inc. (nasdaq: ISPH - news - people) tumbled $2.17, or 13.4 percent, to $13.98.	Paraphrase
Navio chega a Setúbal esta segunda-feira ao final do dia.	O navio tinha como destino inicial os estaleiros de Setúbal.	None
Peterson has been charged with two counts of murder in the deaths of his wife and son.	Peterson, 31, is now charged with murder in the deaths of his 27-year-old wife and their unborn son.	Paraphrase
According to the survey, last years identity theft losses to businesses and financial institutions totaled nearly $48 billion and consumer victims reported $5 billion in out-of-pocket expenses.	Identity theft cost businesses and financial institutions nearly $48 billion and consumer victims reported $5 billion in out-of-pocket expenses last year, according to the FTC.	Paraphrase
"Contrary to the court's decision, we firmly believe Congress gave the FTC authority to implement the national Do Not Call list.	"Contrary to the court's decision, we firmly believe Congress gave the F.T.C. authority to implement the national do-not-call list," the congressmen said in a statement.	Paraphrase
In fiscal year 2000, more than 3.8 million patients used VA health care, over 2.6 million veterans and family members received monthly VA disability compensation payments, and nearly 2.4 million graves were maintained at national cemeteries.	More than 3 million patients used VA health care in 2000.	Entailment
MySQL AB on Tuesday announced that it had ported its open-source database to the HP-UX operating system on the 64-bit Intel Itanium 2 processor.	The company updated the MySQL 4.0 software with the ability to run on the HP-UX 11i Unix operating system and Linux on servers equipped with Intel's 64-bit Itanium 2 processor.	Paraphrase
Podemos tornar-nos o primeiro país do mundo a legalizar o casamento 'gay' por referendo.	Os festejos dos defensores do casamento gay já começaram.	None
It became a cabinet-level position in March 1989-the Department of Veterans Affairs (VA).	In march 1989 it became a cabinet level position.	Entailment
O cantor e ativista político Henrique Luaty Beirão é angolano, mas é também um cidadão português ilegalmente detido no estrangeiro.	Os advogados de Luaty Beirão visitam o ativista angolano esta terça-feira, ao final da manhã.	None
Cinco das oito classes de despesa componentes do índice apresentaram acréscimo em suas taxas de variação.	Cinco das oito classes de despesa que compõem o índice apresentaram alta na taxa de variação.	Paraphrase
CS's other main division, Financial Services, made a 666 million franc net profit, six percent below the prior quarter.	CS Financial Services made a 666 million franc net profit, six percent less than in the fourth quarter of last year.	Paraphrase
Por agora, este modelo de pagamento está apenas disponível nos Estados Unidos.	Por enquanto, os replays pagos estão disponíveis apenas para usuários dos Estados Unidos.	None
A Air France não fazia despedimentos forçados desde 1990.	O protesto contra os despedimentos na Air France terminou da pior forma: em violência.	None
"The anticipated global sales improvement in the month of June did not materialize," said Chief Financial Officer Robert Rivet.	"The anticipated global sales improvement in the month of June did not materialize as we had anticipated," the company said.	Paraphrase
Each committee developed measurable goals with estimated dates for completion.	The goals developed by the committees include the dates they believe they will be complete by.	Entailment
Lewis said that the third-quarter results were driven by deposit and loan growth, strong investment banking and trading results, and improved mortgage and card revenues.	Deposit and loan growth, strong investment banking and trading results and strong growth in mortgage and card revenues drove this quarter's results.	Paraphrase
Mason said al-Amoudi was arrested at Dulles International Airport on Sunday as he came into the country.	Al-Amoudi was arrested at Dulles International Airport after arriving on a British Airways flight from London.	Paraphrase
a plausible increase in the penetration of computer ownership by households over the course of a single year.	Computer ownership by households usually increases in a year.	Entailment
A obra é também o regresso de Ridley Scott ao Espaço, depois do realizador ter lançado a saga ‘Alien’.	Baseado no livro ‘O Marciano’, o filme é realizado por Ridley Scott.	None
A melhora foi recompensada: Márcio Araújo fez pênalti em Ananias, convertido por Bruno Rangel.	Bruno Rangel cobrou o pênalti e tirou a Chapecoense do zero.	None
These examples are meant only to illustrate the range and variety of control activities that may be useful to agency managers.	Control activities can be useful for agency managers.	Entailment
O Bayern recebeu o Wolfsburg na Allianz Arena e conseguiu alcançar a ponta da tabela no Campeonato Alemão.	O clube bávaro bateu no Allianz Arena, em Munique, o Wolfsburgo por 5-1.	None
Access to these materials can permit public comments filed on rules to be more informed and targeted to particular issues.	These materials allow comments to be better targeted if they are available.	Entailment
In morning trading on the New York Stock Exchange, Coca-Cola shares were down 34 cents at $43.67.	Coca-Cola's shares were steady in late morning trading in New York, down just 13 cents to $43.88.	Paraphrase
Bruna vai ser Beatriz, uma dançarina de um bordel na nova minissérie da Globo.	A nova personagem de Bruna será Beatriz, uma dançarina de boate.	Entailment
The specific product that is the subject of the petition, 6000 series aluminium alloy rolled plate, is used for general-purpose engineering, tooling and die applications.	At the center of the petition is a 6000 series aluminum alloy rolled plate that is used for general-purpose engineering, tooling and die applications.	Paraphrase
An additional reporting standard for financial audits conducted in accordance with GAGAS	There are additional reporting standards for financial audits.	Entailment
After hours of negotiations, a SWAT team burst in early yesterday and found Hoffine dead.	Early Friday, the SWAT team burst in and found Hoffine dead.	Paraphrase
FHWA appraises senior executives on their achievement.	The FHWA celebrates its executives achievements.	Entailment
O atual presidente da empresa, Robert Rittscher, também terá os mesmos sigilos quebrados.	Também serão quebrados sigilos de outros cinco investigados.	None
Several police officers were also said to be seriously hurt.	Three other police officers were among five people who were seriously injured.	Paraphrase
Issues in Data Synthesis.	Problems in data synthesis.	Entailment
The Model cannot address the uncertainty of deregulation created by California's experience -- where competition may increase or decrease in the future.	The Model cannot address the uncertainty of deregulation created by California's experience.	Entailment
The rule was determined to be an economically significant regulatory action under Executive Order No.	The Executive order showed the rule to be a regulatory action.	Entailment
"Bang", o novo CD de Anitta, vazou na internet esta sexta-feira, e os fãs da cantora comemoraram.	O novo CD de Anitta, denominado "Bang", vazou na internet nesta sexta-feira.	Entailment
Nos últimos dias, a polícia fiscalizou excesso de velocidade, ultrapassagens proibidas.	Nas edições anteriores foram sobre excesso de velocidade e ultrapassagem proibida.	None
The government said FirstEnergy Nuclear determined that a contractor had established an unprotected high-speed computer connection to its corporate network that allowed the "Slammer" infection to spread internally.	It said FirstEnergy determined that a contractor had established an unprotected computer connection to its corporate network that allowed the so-called ``Slammer'' worm to spread internally.	Paraphrase
Três jogos, três empates para Jürgen Klopp no comando do Liverpool.	É este o balanço de Jürgen Klopp desde que assumiu o comando técnico do Liverpool.	None
All of the organizations identified trust as the essential underlying element to successful relationships and said that trust could be built only over time and, primarily, through personal relationships.	Trust is an essential element for good relationships according to all the organizations.	Entailment
By 2007, antivirus solutions will carry a worldwide price tag of $4.4 billion--double that of five years earlier.	By 2007, antivirus solutions will carry a worldwide price tag double that of 2002: $4.4 billion.	Paraphrase
As projecções iniciais das eleições na Turquia dão a vitória ao partido de Erdogan.	O partido de Erdogan ganhou as eleições com maioria absoluta, mas não tem 400 deputados para mudar a constituição.	None
A Sony afirmou ainda que vai acelerar o processo de expansão da sua consola caseira a novos públicos.	A Sony cortou o preço da sua consola caseira nos Estados Unidos e no Japão.	None
A estadia do craque Ronaldinho Gaúcho no Fluminense foi curta.	Ronaldinho Gaúcho ainda pode voltar a defender o Fluminense.	None
A distribuidora investiu R$ 140,4 milhões no trimestre, redução de 15,7%.	Foram investidos, no segundo trimestre, um total de R$ 140,4 milhões.	None
Ele chegou a dizer que o Brasil deveria levar um 'chute no traseiro', por causa dos atrasos.	Agora, quem leva um "chute no traseiro" é o próprio Valcke.	None
The MTA had argued it needed to raise fares to close a two-year deficit it estimated at different times ranged from less than $1 billion to $2.8 billion.	The MTA argued it needed to raise fares to close a two-year deficit it estimated, at different times, to be $952 million or $2.8 billion.	Paraphrase
A explosão desta manhã aconteceu junto à estação ferroviária de Ancara e fez pelo menos 30 mortos.	A explosão desta manhã aconteceu junto à estação de comboios de Ancara, a capital da Turquia.	Entailment
In this paper, we add an adjustment for counter costs.	We add an adjustment for counter costs.	Entailment
Internal Control Provides Reasonable Assurance, Not Absolute Assurance	Internal control provides some form of assurance.	Entailment
"He died doing something he loved," William Dusenbery, Sr., who lives in Fairview Heights, just outside St. Louis, Mo.	"He died doing something he loved, which was flying his helicopters," said the father, who lives in Fairview Heights, just outside St. Louis, Mo.	Paraphrase
But Mr Kenny said his advice to Mr Hicks - if they are ever allowed to meet or speak - may well be that he accept a deal.	But Mr Kenny said his advice to David Hicks, should they be allowed to meet, might be that he accept a deal.	Paraphrase
Mas no futebol as coisas mudam muito rápido.	Ali, tudo pode acontecer.	None
A menor de 11 anos foi ouvida e encaminhada a exame de corpo de delito.	A menina fará exame de corpo de delito nesta quarta-feira, 17.	None
Such services are usually provided by lawyers through various public interest programs at no fee or a reduced fee as part their ethical commitment under the Rules of Professional Conduct.	Lawyers often give those services through public interest programs for free.	Entailment
Sir Wilfred Thesiger, traveller, writer, and one of the last solitary explorers of a shrinking planet, has died aged 93.	Sir Wilfred Thesiger, writer, explorer and chronicler of the world's vanishing ways of life, has died at age 93.	Paraphrase
An observer familiar with the reconfiguration debate who requested anonymity wondered why Dudovitz had not spent more time mending fences.	An observer spoke as long as he could be anonymous.	Entailment
They refinanced in August 1998 with Advanta, a subprime lender that charged 10 percent interest.	The lender charged a lot of interest.	Entailment
O blog do Sporting divulgou esta quinta-feira os documentos relacionados com a Doyen Sports deixaram de estar disponíveis no Football Leaks.	O site Football Leaks voltou à "carga" esta terça-feira divulgando novos documentos referentes ao Sporting.	None
Ele lembrou que o reajuste foi aprovado nas duas Casas do Congresso antes de ser vetado pela presidente.	Durante a reunião, a presidente também discutiu os vetos que serão apreciados pelo Congresso essa semana.	None
Ele conta com uma memória RAM de 2 GB e 16 GB de armazenamento interno.	Já a versão com 3 GB e 32 GB de armazenamento chega por aproximadamente R$ 945.	None
Entrado há minutos, Mitroglou dispara num remate cruzado que saiu pela malha lateral.	Remate cruzado de Mitroglou sai à malha lateral.	Entailment
While this guide discusses each of these control areas separately, actions to manage improper payments would typically require a continual interaction between these areas.	In order to manage payments that are improper, you need interaction between these control areas.	Entailment
O cientista Lujendra Ojha criou a teoria de que Marte teria água salgada a correr por baixo da terra de Marte.	O Google assinala a descoberta de água salgada em Marte com um doodle animado.	None
Em entrevista ao jornal Correio, Rhayner afirmou que utilizou drogas e chegou a treinar sob efeito delas.	Rhayner afirmou que chegou a treinar sob efeito de drogas.	Entailment
Com esta campanha, criaremos um magnífico programa de futebol numa das escolas da Artists for Peace and Justice, no Haiti.	A Artists for Peace and Justice é uma instituição especial, que contribui para um mundo melhor.	None
Investigadores, porém, apontam que o esquema usado por Cunha se assemelha ao de outros envolvidos na Operação Lava Jato.	Maranhão é aliado de Cunha e também tem suposto envolvimento na Lava Jato.	None
In terms of a free trade area, we've got a long, long way to go and the Pakistanis understand that.	As for a free trade area, the official stressed that weve got a long, long way to go, and the Pakistanis understand that.	Paraphrase
He said Qualcomm has enjoyed many years of selling CDMA chips without much competition.	"Qualcomm has enjoyed many years of selling...against little or no competition," Hubach said in the statement.	Paraphrase
Mr Martin said the company is "cautiously optimistic regarding some improvement in sales and operating performance trends in the second half of 2003".	We are cautiously optimistic regarding some improvement in sales and operating performance trends in the second half of 2003."	Paraphrase
Na comparação entre o primeiro semestre de 2014 e 2015 houve crescimento da violência física e da psicológica.	As principais violações registradas são negligência, violência psicológica e violência física.	None
Três casas em Charleroi, a sul de Bruxelas, foram também vasculhadas.	A polícia deteve seis pessoas em três cidades belgas.	None
No mesmo período do ano anterior, a PlayStation 4 registou 3,3 milhões de unidades vendidas.	O PlayStation 3 vendeu apenas 16,6 milhões em relação ao mesmo período de tempo.	None
Três minutos depois, o próprio Douglas Costa pecou pelo preciosismo.	Ele ainda foi o responsável pelo segundo gol, após assistência de Douglas Costa.	None
Este é um retrato de Shakespeare com 33 anos, vestido com roupas de poeta.	Este é, alegadamente, o único retrato feito enquanto William Shakespeare era vivo.	None
Agora, dentro de dez anos, vamos economizar cerca de R$ 100 bilhões.	Em 10 anos o governo poderá economizar R$ 100 bilhões.	Paraphrase
A term appointment would help to provide continuity that spans the tenure of the political leadership to ensure that long-term stewardship issues are addressed and change management initiatives are successfully completed.	The term appointment will be to ensure that issues regarding stewardship are addressed.	Entailment
A man arrested for allegedly threatening to shoot and kill a city councilman from Queens was ordered held on $100,000 bail during an early morning court appearance Saturday.	The Queens man arrested for allegedly threatening to shoot City Councilman Hiram Monserrate was held on $100,000 bail Saturday, a spokesman for the Queens district attorney said.	Paraphrase
Overall, 83 percent of women washed up, compared with 74 percent of men.	But in San Francisco, 80 percent of men and only 59 percent of women washed their hands.	Paraphrase
BE e CDU terão na Assembleia da República um representante cada um.	Presidente da República começa a ouvir os partidos eleitos para a Assembleia da República.	None
Organizations relied on both internally and externally developed and presented training courses, sometimes engaging contractors or others to assist.	Organizations sometimes engaged contractors.	Entailment
Evaluating Information Technology  A Practical Guide, Version 1.0, Office of Information and Regulatory Affairs, Information Policy and Technology Branch, Office of Management and Budget, November 1, 1995.	A guide was published by the office of management and buget.	Entailment
A ansiedade é a doença mental mais frequente na população portuguesa.	A ansiedade é a doença mental com maior prevalência em Portugal.	Paraphrase
The huge bottom-line loss stemmed from a 1.5 billion pound assets writedown, on top of a 3.5 billion first-half charge.	The huge bottom line loss stemmed from a 1.5 billion-pound asset writedown, on top of a 3.5 billion first-half charge.	Paraphrase
Economic growth will help society bear the burden of financing Social Security and Medicare, but it alone will not solve the long-term fiscal challenge.	Economic growth isn't necessarily the answer when it comes to the long-term financial viability of Social Security.	Entailment
Werdegar also said Intel's servers weren't harmed by the computer messages and the thousands of recipients were able to request that the E-mails stop, which Hamidi honored.	She also noted that Intel's servers were not harmed and that the thousands of Hamidi e-mail recipients were able to request that the e-mails stop, which Hamidi honored.	Paraphrase
Robert Mugabe voltou a discursar esta terça-feira, na abertura do Parlamento no Zimbabwe.	O Presidente do Zimbabwe, Robert Mugabe, protagonizou um momento insólito na reentré do Parlamento.	None
O ex-ministro e ex-senador baiano Rodolpho Tourinho morreu na manhã de hoje (7), em São Paulo.	Morreu nesta quinta-feira, 7, aos 73 anos, o ex-ministro Rodolpho Tourinho.	None
No primeiro jogo, na semana passada, o Tricolor Paulista venceu por 3 a 0 no Morumbi.	Na partida de ida, o Tricolor venceu por 3 a 0 no Morumbi.	Entailment
A bola bateu na trave e foi para o fundo das redes, sem nenhuma chance para Alisson.	A bola ainda bateu na trave antes de balançar as redes.	None
Idaho Gem also is the first sterile animal to be cloned.	"He is the first and only cloned sterile hybrid."	Paraphrase
John Malkovich aliou-se ao cineasta Robert Rodriguez para criar o filme 100 Years.	John Malkovich e Robert Rodriguez gravaram juntos o longa-metragem.	Entailment
Agora é o Astana, quando vierem o Galatasaray e o Atlético de Madrid logo nos pronunciaremos.	No grupo C do torneio, o Astana pegará, além do Benfica, Atlético de Madri e Galatasaray.	None
EFFLUENT AND RECEIVING WATER SAMPLING AND HANDLING	Liquid waste and to be given water sampling and how to handle it.	Entailment
A $500 million natural-gas-fired power plant, for example, could replace up to $100 million in boilers yearly without adding new smog controls.	A $500 million coal-fired power plant, for example, could replace $100 million in equipment yearly without adding new pollution controls.	Paraphrase
U.S. construction employment and unemployment ( Bureau of Labor Statistics).	Employment and unemployment in U.S. construction.	Entailment
Justin Bieber protagonizou uma campanha sensual ao lado de Lara Stone para a Calvin Klein.	Lara Stone fez uma campanha sensual para a Calvin Klein, juntamente com Justin Bieber.	Paraphrase
If benefits would have exceeded taxes, the OASDHI trust funds make a payment to the Railroad Social Security Equivalent Benefit Account; if benefits would have been less, the OASDHI trust funds receive a payment.	Regardless of the benefits amounts, the OASDHI is involved.	Entailment
“Capitão América: Guerra Civil” chega aos cinemas em 5 de maio de 2016.	‘Capitão América: Guerra Civil’ chegará ao Brasil em 28 de abril de 2016.	None
Além dos 113 ocupantes, pelo menos três pessoas que estavam na zona de impacto da aeronave morreram.	Pelo menos trinta pessoas morreram em acidente na Indonésia.	None
A Defesa Civil do município contabilizou estragos em pelo menos cinco bairros.	Mas, não há registros de estragos nessas cidades, segundo a Defesa Civil.	None
Before 1980, federal law prohibited interest to be generated on checking accounts maintained by federally insured banks.	Federal Law prohibited  interest to be generated on checking accounts.	Entailment
EPA and DOL explicitly permitted electronic comments in more than half of the rules they proposed during 1999, while HHS allowed electronic comments in less than 10 percent of its proposed rules.	There are allowed to be electronic comments.	Entailment
O Palmeiras anunciou na tarde desta terça-feira a contratação do seu 25º reforço para a temporada.	O Palmeiras anunciou no início da tarde desta terça-feira a contratação de Thiago Santos.	None
"We've put a lot of effort and energy into improving our patching progress, probably later than we should have.	"We have put a lot of energy into patching, later than we should have," he said.	Paraphrase
Ridley Scott descobriu-o e juntou-lhe o que lhe faltava: um elenco de fora deste mundo.	Ridley Scott já havia viajado ao espaço.	None
O líder Mineirinho participou de uma bateria acirrada com Wiggolly Dantas e o australiano Joel Parkinson.	Filipinho vai enfrentar o australiano Joel Parkinson, enquanto Mineirinho e Dantas travam um duelo verde-amarelo.	None
A sessão do Congresso para a análise dos vetos foi adiada na terça-feira pela segunda vez por falta de quórum.	Por falta de quórum, a sessão foi adiada pela segunda vez.	Entailment
Mr. Dewhurst has called for a "cooling period" between special sessions, which could give the Democrats some time at home.	Mr. Dewhurst has suggested a cooling-off period, which could give the senators time to go home.	Paraphrase
Every day more American soldiers die.	We're losing one or two American soldiers every day.	Paraphrase
A Trillian representative did not return an e-mail requesting comment.	The representative did not return calls seeking additional comment.	Paraphrase
Asked about the controversy, Bloomberg said, "I didn't see either one today, but if they're here and wave from the side I'll certainly wave to them.	"I didn't see either one today, but if they're here and wave from the side, I'll certainly wave to them," Bloomberg said.	Paraphrase
E desde aí nunca mais apitei qualquer jogo importante.	O Benfica contestou-me e disseram-me que nunca mais apitaria um dos jogos mais quentes.	None
Em sua declaração, a cantora falou sobre a atuação da mãe na comunidade apesar da doença.	A cantora relembrou um pouco do papel de sua mãe.	None
O tiroteio acontece uma semana depois de os Estados Unidos terem tido um outro tiroteio, ocorrido num campus universitário do Oregon.	Este incidente acontece uma semana depois de outro tiroteio em outro campus universitário norte-americano.	Entailment
Today, analysts say, UN members can no longer ignore the shifts since the September 11 2001 attacks.	On Wednesday, analysts say, UN members can no longer ignore the shifts since the attacks in the US of September 11 2001.	Paraphrase
The S&P 500 and the Nasdaq indexes recorded their third straight week of gains.	Both the S&P 500 and the Nasdaq indexes have scored three straight weeks of gains.	Paraphrase
A maioria entrou na Alemanha pela fronteira austríaca e encaminhou-se para Munique de comboio.	Austríacos praticaram, em conjunto com a Alemanha, uma política de fronteiras abertas.	None
Additionally, early voting will be conducted from 1 to 6 p.m. Sept. 7.	Early voting will run weekdays from 8 a.m. to 5 p.m. through Sept. 9.	Paraphrase
O treinador não gostou do ato e confrontou Eva Carneiro, que foi posteriormente afastada dos trabalhos da equipa médica.	Eva Carneiro foi logo afastada da equipa médica.	Entailment
Os investimentos diretos no exterior tiveram redução de US$ 329 milhões.	Já os investimentos diretos no país aumentaram US$ 4,263 bilhões.	None
Ela informou que o encontro foi fechado por decisão do colégio de líderes.	Por decisão do Colégio de Líderes, a reunião foi realizada em caráter reservado.	Entailment
Pela primeira vez foi transplantado um ovário criopreservado a uma doente oncológica.	Foi transplantada em Coimbra, nos Hospitais da Universidade, com um ovário seu, criopreservado há seis anos.	None
Accordingly, HCFA did not follow notice and comment procedures with respect to this provision.	HCFA didn't respectfully follow notice and comment procedures.	Entailment
The nine chapters present audit guidance	Audit guidance is presented in the nine chapters	Entailment
Para inflação, a estimativa melhorou para 2015, mas registrou aumento para o ano que vem.	Esse foi o sexto aumento seguido na projeção para inflação em 2016.	None
O detido foi presente às autoridades judiciárias para primeiro interrogatório e aplicação de eventuais medidas de coação.	O detido já foi presente às autoridades judiciárias.	Entailment
Gleison Vieira da Silva, 17 anos, foi espancado até a morte.	Gleison foi espancado até a morte por outros três adolescentes envolvidos no crime.	None
Em 2010, lutou pelo título espanhol, terminando como vice-campeão, a dois pontos de Maverick Viñales.	Danny Kent tem vantagem, só precisa de terminar nos pontos para garantir a conquista do título.	None
Trabalhar em The Witcher 3 foi uma experiência muito boa e regularmente brutal.	De qualquer maneira, trabalhar em Witcher 3 foi realmente muito bom, uma experiência brutal.	Paraphrase
A vigília era feita em igreja na cidade de Greenville, que também fica na Carolina do Sul.	Presidente falou sobre o ataque a uma igreja negra na Carolina do Sul.	None
O português André jogou numa posição mais avançada, ao lado de Aboubakar e Brahimi.	É assim expectável que Brahimi entre em campo para acompanhar Aboubakar no ataque.	None
The woman, Mary Kathryn Miller, 55, was arrested by the state police on Nov. 20 and charged with first-degree larceny.	Mary Kathryn Miller, 55, of 27 Devon Road, Darien, was arrested Nov. 20 by state police and charged with first-degree larceny.	Paraphrase
Gabriel Murta, cuja profissão é a de polícia militar, dirigiu-se então aos balneários, regressando com uma arma de fogo.	Gabriel Murta, o juiz da partida, perdeu a cabeça e dirigiu-se ao balneário.	None
O caminhão vinha do estado de São Paulo e foi abordado na BR-116 em frente à Unidade Operacional Taquari.	O caminhão vinha do estado de São Paulo.	Entailment
E daí as agressões começaram com socos e pontapés.	Em tese acredita-se que o Glesion estivesse dormindo quando as agressões iniciaram.	None
Lewy, Arieh, and Marvin, Alkin, The Impact of a Major National Evaluation  Israel's Van Leer Report.	Lewy, Arieh, and Marvin collaborated on a report about the impact of a major national evaluation.	Entailment
Specifically, members were concerned that they might be held liable if other members took their advice and experienced negative results.	Members were concerned that they might be held liable if other members took their advice but did not go as expected.	Entailment
Carey Lander, cantora e teclista dos escoceses Camera Obscura, morreu no domingo de manhã, na sequência de uma longa batalha contra cancro do osso, aos 33 anos.	Carey Lander, cantora e teclista da banda escocesa Camera Obscura, morreu no domingo, aos 33 anos.	Entailment
The nation first became a net debtor in	The nation became in debt	Entailment
The corresponding amount for inbound mail was a negative $31 million.	Inbound mail was a corresponding amount of negative $31 million.	Entailment
"The sentence reflects the seriousness with which our office and the courts views these crimes," Spitzer said in a statement.	Mr. Spitzer said in a statement that the sentence "reflects the seriousness with which our office and the courts view these crimes."	Paraphrase
Eu me diverti muito jogando Heróis vs Vilões na fazenda em Tatooine.	Tem sido ótimo observar a jogabilidade dinâmica nos primeiros testes de jogo do Heróis vs Vilões.	None
Não há outra solução que não uma Europa forte para garantir a nossa soberania.	O presidente francês falou no Parlamento Europeu ao lado da Chanceler Alemã, Angela Merkel.	None
O primeiro doente infetado com MERS foi diagnosticado a 20 de maio, após uma visita à Arábia Saudita.	O MERS foi descoberto em 2012 e tem se concentrado principalmente na Arábia Saudita.	None
A Microsoft revelou que deverá investir no mercado de realidade virtual.	Vale notar que esta não é a primeira vez que a Microsoft investe em realidade virtual.	None
O valor anunciado do metro quadrado médio das 20 cidades em abril de 2015 foi de R$ 7.590.	O preço médio do metro quadrado nas 20 cidades pesquisadas foi de 7.590 reais.	Entailment
